pathway,phnx_z_score,mean_path_score,sd_path_score
single stranded dna endodeoxyribonuclease activity,0,0,0
mannosyltransferase activity,0,0,0
trna binding,-0.195537914,0.00437353,0.005029869
l ornithine transmembrane transporter activity,-0.228715388,0.00910947,0.007867726
sulfur amino acid transmembrane transporter activity,-0.423517832,0.01749648,0.010073909
microfilament motor activity,-0.72912653,0.03657202,0.01659797
snare binding,-0.757103313,0.06302515,0.021575853
rdna binding,-0.347879198,0.0046403,0.006008695
dna secondary structure binding,3.268271435,0.04844612,0.016511444
peroxisome targeting sequence binding,-0.311273888,0.00473295,0.006370435
magnesium ion binding,-1.590560647,0.19154747,0.03386697
endopolyphosphatase activity,-0.265935801,0.00887607,0.007355422
rna cap binding,-0.285861548,0.00895879,0.007691801
rna 7 methylguanosine cap binding,-0.292903086,0.0091603,0.008194861
four way junction dna binding,-0.4513065,0.01671019,0.008819261
y form dna binding,-0.148655434,0.00381943,0.004032345
bubble dna binding,-0.273990637,0.01305181,0.008656537
adenyl nucleotide exchange factor activity,-0.395190975,0.01351076,0.009718744
inositol 1 3 4 5 6 pentakisphosphate kinase activity,-0.158308677,0.00424121,0.004682055
inositol hexakisphosphate kinase activity,-0.190991438,0.00457134,0.005609361
mrna regulatory element binding translation repressor activity,3.325793793,0.01862194,0.011665804
rna polymerase ii transcription regulatory region sequence specific dna binding,38.31313566,1.63344034,0.095690541
rna polymerase ii core promoter sequence specific dna binding,5.647393199,0.02656364,0.013308151
cis regulatory region sequence specific dna binding,39.20845974,1.4535813,0.092444175
rna polymerase ii complex binding,-0.255814795,0.01395258,0.009860962
rna polymerase iii general transcription initiation factor activity,-0.357240511,0.00470228,0.00594076
rna polymerase iii transcription regulatory region sequence specific dna binding,-0.463583976,0.00906872,0.007762822
rna polymerase i core binding,-0.084182856,0.00812983,0.006412588
core promoter sequence specific dna binding,5.290127082,0.04080227,0.016978369
rna polymerase ii activity,0,0,0
rna polymerase ii general transcription initiation factor binding,5.492316507,0.00927195,0.008762796
tfiib class transcription factor binding,3.898921502,0.00494105,0.006427149
tfiid class transcription factor complex binding,0,0,0
basal transcription machinery binding,3.861736673,0.02234598,0.012037077
intronic transcription regulatory region sequence specific dna binding,0.888042935,0.0086667,0.006748885
rna polymerase ii intronic transcription regulatory region sequence specific dna binding,0.543254155,0.00969882,0.009132337
rna polymerase i transcription regulatory region sequence specific dna binding,-0.192600484,0.00416297,0.004688306
rna polymerase i general transcription initiation factor activity,-0.2224539,0.00928549,0.008565775
dna binding transcription activator activity,31.78745258,0.72908044,0.071728445
dna binding transcription repressor activity,19.90302722,0.39030949,0.049958757
transcription coregulator binding,15.17949394,0.16051242,0.032296042
transcription corepressor binding,5.896330874,0.04522712,0.019695788
transcription coactivator binding,9.390665946,0.062147,0.019808286
n acetylglucosamine 6 o sulfotransferase activity,-0.468732439,0.01757513,0.010912686
lipopolysaccharide binding,-0.616308518,0.0314906,0.014360665
n acetylgalactosamine 4 o sulfotransferase activity,-0.368274686,0.00885239,0.007256513
amyloid beta binding,-1.388888982,0.18195935,0.03333553
trace amine receptor activity,0,0,0
g protein coupled adenosine receptor activity,-0.321972998,0.00926172,0.008391138
g protein coupled chemoattractant receptor activity,-0.878952382,0.06705149,0.022084803
proteinase activated receptor activity,-0.383799595,0.01755964,0.010316947
peptide receptor activity,-1.639214115,0.252299,0.042434359
g protein coupled receptor binding,-1.871825051,0.49757222,0.061085955
alpha n acetylgalactosaminide alpha 2 6 sialyltransferase activity,-0.380610082,0.00900175,0.007650218
atpase activator activity,-0.398111974,0.01324917,0.009065716
lipid kinase activity,0,0,0
retinal dehydrogenase activity,-0.640580394,0.02676083,0.012880241
phosphotyrosine residue binding,-0.624357329,0.04900494,0.018250671
phosphatidylserine binding,-0.867264322,0.0579809,0.019672088
opsonin binding,-0.502346585,0.01796007,0.011545953
complement binding,-0.554496744,0.03073748,0.014026196
complement component c1q complex binding,-0.294619612,0.00912989,0.007534767
complement component c3b binding,-0.48060171,0.00890679,0.007608774
lipopolysaccharide immune receptor activity,0,0,0
nucleoside binding,-0.295716488,0.01361965,0.00933208
g protein alpha subunit binding,-0.909770242,0.05780512,0.020087621
fibronectin binding,-0.856278986,0.06396538,0.021809924
retinoic acid binding,0.44844179,0.04477518,0.017649604
protease binding,-1.667303031,0.21293033,0.035470655
p53 binding,2.503584125,0.0586662,0.019301848
opsin binding,0,0,0
g quadruplex rna binding,0,0,0
aminoacyl trna editing activity,0,0,0
dystroglycan binding,-0.550875017,0.02293317,0.012313446
dna helicase activity,-1.069868936,0.09640385,0.026273171
minor groove of adenine thymine rich dna binding,3.196851446,0.00886582,0.007746428
chromatin binding,18.70017258,0.60530282,0.059027647
damaged dna binding,0.601440115,0.05142359,0.019513846
dna replication origin binding,-0.471239246,0.02756555,0.014738904
dna clamp loader activity,-0.259550204,0.00454179,0.005786125
double stranded telomeric dna binding,-0.270229641,0.00459786,0.005542915
single stranded dna binding,-0.092202739,0.11554909,0.027212749
nuclear steroid receptor activity,9.258876092,0.03584757,0.015776475
transcription elongation factor activity,-0.162400768,0.00492024,0.006343812
transcription coregulator activity,1.163401236,0.37034457,0.049334166
transcription coactivator activity,1.196795751,0.19126695,0.03514639
transcription corepressor activity,0.869104632,0.1596576,0.029757522
telomerase activity,-0.308241071,0.00468599,0.005729249
rna binding,1.656771863,0.92080995,0.076769803
double stranded rna binding,-0.697578612,0.03636069,0.016185545
double stranded rna adenosine deaminase activity,0,0,0
single stranded rna binding,-0.494836759,0.04541198,0.018009939
mrna binding,1.563483393,0.17782899,0.033413217
mrna 3 utr binding,0.284787355,0.06657855,0.020932987
structural constituent of ribosome,-0.624689459,0.04974761,0.01810117
translation initiation factor activity,-0.125510777,0.00442134,0.00510984
translation elongation factor activity,-0.288107832,0.01394014,0.010760346
protein disulfide isomerase activity,-0.388089402,0.0182696,0.011388098
cytoskeletal motor activity,-1.257472488,0.13487292,0.030054669
microtubule motor activity,-0.956317275,0.08848788,0.022500775
actin binding,-2.174333511,0.53725621,0.06218283
actin monomer binding,0.700152014,0.03656875,0.015655529
lysozyme activity,-0.271747002,0.00445688,0.005324364
protein glutamine gamma glutamyltransferase activity,-0.547056307,0.0135087,0.009009493
antigen binding,-1.449475111,0.17212101,0.035151352
alpha n acetylneuraminate alpha 2 8 sialyltransferase activity,-0.173147108,0.00876133,0.007862274
beta galactoside cmp alpha 2 3 sialyltransferase activity,-0.312861422,0.00870167,0.007133094
2 acylglycerol o acyltransferase activity,0,0,0
1 alkyl 2 acetylglycerophosphocholine esterase activity,-0.184308789,0.00895774,0.007909227
3 beta hydroxy delta5 steroid dehydrogenase activity,0,0,0
3 hydroxyacyl coa dehydrogenase activity,-0.32433817,0.00842678,0.00668062
dna directed dna polymerase activity,-0.63476069,0.02259622,0.01176226
dna apurinic or apyrimidinic site endonuclease activity,-0.10711348,0.00462359,0.005448334
dna topoisomerase activity,-0.440382877,0.00883554,0.007574182
gtpase activity,-1.858847268,0.2867738,0.043814143
g protein activity,-0.590544617,0.03129701,0.014490031
n acetyllactosamine synthase activity,0,0,0
nadplus adp ribosyltransferase activity,-0.566068887,0.01828495,0.011155798
nadplus nucleosidase activity,-0.67596592,0.03046024,0.013122318
nad p h dehydrogenase quinone activity,-0.400402654,0.01374252,0.010495735
rna directed dna polymerase activity,-0.27083511,0.00450114,0.005838017
acetyl coa hydrolase activity,-0.297768756,0.00465923,0.00600879
acetyl coa c acyltransferase activity,-0.294017521,0.00449486,0.005526405
acid phosphatase activity,-0.253773283,0.00466051,0.005873392
acyl coa oxidase activity,-0.343408241,0.01338556,0.009946063
adenosine deaminase activity,-0.194791511,0.00413813,0.004508051
adenylate cyclase activity,-0.366770907,0.01310246,0.009167739
adenylate kinase activity,-0.23649228,0.00431162,0.005081012
alcohol dehydrogenase activity zinc dependent,-0.554639882,0.01311967,0.008455342
aldehyde dehydrogenase nad p plus activity,-0.441387103,0.02225316,0.012218662
alditol nadpplus 1 oxidoreductase activity,-0.608072462,0.02326451,0.013903787
aldo keto reductase nadp activity,-0.841139984,0.04111169,0.016087322
alkaline phosphatase activity,-0.277794644,0.00468836,0.006005731
aminoacylase activity,-0.091087746,0.00436219,0.005293687
aryl sulfotransferase activity,-0.370266254,0.00849102,0.006970714
arylesterase activity,-0.428971478,0.01321215,0.009189772
arylsulfatase activity,-0.466227221,0.01748739,0.011040518
carbonate dehydratase activity,-0.624389657,0.03689518,0.016600499
carbonyl reductase nadph activity,-0.378854732,0.01318574,0.008989567
cyclic nucleotide phosphodiesterase activity,-0.634399469,0.04935084,0.01880651
3 5 cyclic amp phosphodiesterase activity,-0.506268852,0.03540918,0.014536111
cytidine deaminase activity,-0.313458686,0.02269436,0.012423838
cytochrome b5 reductase activity acting on nad p h,-0.43834899,0.00860037,0.007095648
diacylglycerol kinase activity,-0.323059289,0.0092264,0.008315502
diacylglycerol o acyltransferase activity,0,0,0
dihydropyrimidinase activity,-0.458505555,0.00893437,0.007621216
dolichyl phosphate mannose protein mannosyltransferase activity,0,0,0
endopeptidase activity,-2.534967386,0.52920895,0.057487505
atp dependent peptidase activity,0,0,0
aminopeptidase activity,-0.668985166,0.04842086,0.017684787
carboxypeptidase activity,-0.807013884,0.06212258,0.020114375
metallocarboxypeptidase activity,-0.808159643,0.05777717,0.019138756
serine type carboxypeptidase activity,0,0,0
cysteine type endopeptidase activity,-0.812481246,0.0841282,0.023986031
calcium dependent cysteine type endopeptidase activity,-0.452749005,0.0145029,0.011050052
metalloendopeptidase activity,-1.374417713,0.16136982,0.033606828
threonine type endopeptidase activity,-0.138907395,0.00446409,0.005500715
enoyl coa hydratase activity,-0.488796004,0.01782653,0.011163205
epoxide hydrolase activity,-0.399961748,0.01369808,0.00972113
estradiol 17 beta dehydrogenase activity,-0.864495224,0.04909419,0.017795575
fatty acid synthase activity,-0.568773328,0.01809407,0.011400095
fatty acyl coa synthase activity,-0.572291171,0.01331735,0.009151548
fructose 2 6 bisphosphate 2 phosphatase activity,-0.29235989,0.00837084,0.006125464
galactosylceramidase activity,0,0,0
glutathione transferase activity,-0.713723843,0.04871122,0.018328125
glycolipid mannosyltransferase activity,0,0,0
gdp phosphatase activity,-0.417019747,0.01328885,0.00915748
guanylate cyclase activity,-0.732568239,0.02381839,0.013170637
guanylate kinase activity,-0.158557006,0.00461419,0.006081031
helicase activity,-1.321867192,0.13189639,0.030011631
hexokinase activity,-0.164478256,0.00435726,0.004908004
hyalurononglucosaminidase activity,-0.519440112,0.01385989,0.010010567
inorganic diphosphate phosphatase activity,0,0,0
1 phosphatidylinositol 4 kinase activity,0,0,0
phosphatidylinositol 4 5 bisphosphate 5 phosphatase activity,-0.343225305,0.01350557,0.009980529
inositol polyphosphate 5 phosphatase activity,-0.230092302,0.00864228,0.007224405
isocitrate dehydrogenase nad p plus activity,0,0,0
lactate dehydrogenase activity,-0.346422667,0.0096344,0.009192239
l lactate dehydrogenase activity,-0.376634895,0.00957505,0.008297293
leukotriene c4 synthase activity,-0.378413986,0.00912811,0.008424926
lipoprotein lipase activity,-0.451580358,0.02199444,0.011724248
long chain fatty acid coa ligase activity,-0.585832313,0.02274136,0.012531504
lysine n acetyltransferase activity acting on acetyl phosphate as donor,-0.331307661,0.0093449,0.008088856
