"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.99032416385836e-220,196,1446,10.7511135067661,"DNA-binding transcription factor activity, RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0000981"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA1  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  SPDEF  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  MNX1  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  ELF5  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SHOX2  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXG1  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
6.53234836435324e-220,197,1515,10.5049642847293,"DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0003700"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA1  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  SPDEF  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  MNX1  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  ELF5  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SHOX2  SOX14  MECP2  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXG1  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
1.57142251058795e-213,198,1660,9.76913851178932,"Sequence-specific double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:1990837"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  YBX1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  SPDEF  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  MNX1  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  ELF5  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  HMGA1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  AIRE  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SHOX2  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXG1  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
2.29521642609105e-212,199,1775,9.47654056450421,"Double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003690"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  YBX1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  SPDEF  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  MNX1  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  ELF5  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  HMGA1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  AIRE  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SHOX2  SOX14  MECP2  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXG1  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
2.03838835334086e-210,199,1767,9.31435038369363,"Sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0043565"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  YBX1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  SPDEF  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  MNX1  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  ELF5  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  HMGA1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  AIRE  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SHOX2  SOX14  MECP2  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXG1  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
2.34683505848099e-203,192,1596,9.93395772009633,"Transcription cis-regulatory region binding "," http://amigo.geneontology.org/amigo/term/GO:0000976"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  HMGA1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  AIRE  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
2.34683505848099e-203,190,1488,10.2747944285954,"RNA polymerase II transcription regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000977"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  AIRE  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
2.34683505848099e-203,192,1598,9.93395772009633,"Transcription regulatory region nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0001067"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  HOXC8  BARX2  ALX4  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  FOXM1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB8  HOXB3  MSX2  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  NFATC1  BARX1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  HMGA1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  AIRE  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PHOX2A  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  POU3F4  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
6.56423606072964e-196,182,1272,10.8879022277228,"Cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000987"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB3  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  NFATC1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  HMGA1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  FOXH1  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
4.27472391208156e-193,180,1253,10.9391796322489,"RNA polymerase II cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000978"," MEOX1  PAX6  TFAP2B  NR1H4  ISL1  SNAI2  FOXC1  PRDM1  GSC2  POU1F1  SPI1  PITX1  TCF3  SREBF1  TP63  GLI2  PAX2  TP73  RFX3  PGR  RFX2  TBX5  POU4F3  ESR1  CEBPE  MZF1  SOX10  XBP1  MYBL2  ELF4  KLF8  KLF5  HSF4  ZNF423  MAZ  CRX  DBP  ETV2  DLX5  TFEC  HOXA2  MEOX2  GLI3  LHX2  GATA3  HOXB6  PHOX2B  NKX3-2  GLI1  NANOG  BACH2  NR2E1  HAND1  STAT1  VAX2  NR5A2  PROX1  MYB  NR4A3  ONECUT2  BCL11A  HOXB3  EGR1  HOXA7  BHLHE41  NR4A1  HOXC13  NFE2  SNAI1  RUNX2  GCM2  SOX21  SOX9  FOSB  NKX2-2  THRA  NR1D1  IRF5  HOXD13  E2F8  FOXA1  JUND  NFATC1  RARA  PPARG  E2F5  BHLHE40  MEIS2  SOX5  ETS1  HNF1A  TBX3  EHF  HEY2  EMX1  TBR1  KLF4  NR5A1  MYC  DMRT1  GCM1  POU2F3  LEF1  ZFHX3  GATA6  NR1I3  RORC  ARNT  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  CEBPG  GABPA  ZIC3  CREB3L1  ELK4  NR2F6  GFI1  NEUROD1  HESX1  KLF15  PITX2  HEY1  HNF4G  EN2  PKNOX2  GFI1B  NKX3-1  TEF  PRRX2  FOXI1  SOX14  AR  ONECUT1  FOS  NHLH1  FOXB1  CEBPB  ARNT2  OVOL1  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  IRX5  HIC1  ZBTB33  EGR3  HOXC10  SOX2  PLAG1  NKX2-5  TBX1  POU3F2  ZBTB7C  SRY  WT1  PBX1  ZBTB6  FOXD2  ESRRG  MAFK  SOX18  OLIG2  POU5F1  POU5F1B  FOXD1  HOXB7  SPIB  KLF13  E2F2  GATA4  NFATC4"
