"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
8.34918253240704e-09,37,1446,2.18205128205128,"DNA-binding transcription factor activity, RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0000981"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  SPDEF  FOSB  SIX1  E2F8  FOXA1  TBX3  ELF5  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  FOXG1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  SPIB"
8.34918253240704e-09,42,1660,2.08061538461538,"Sequence-specific double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:1990837"," PAX6  TFAP2B  FOXC1  MCM10  PITX1  PGR  ESR1  CDC45  CDC6  SOX10  MYBL2  EZH2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  SPDEF  FOSB  SIX1  E2F8  FOXA1  TBX3  ELF5  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  FOXG1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  MMP12  SPIB"
8.82940403748828e-09,43,1775,2.04822485207101,"Double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003690"," PAX6  TFAP2B  FOXC1  MCM10  PITX1  PGR  ESR1  CDC45  CDC6  SOX10  MYBL2  EZH2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  SPDEF  FOSB  SIX1  E2F8  FOXA1  TBX3  ELF5  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  FOXG1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  MMP12  SPIB  MAPT"
1.84337295269184e-08,37,1515,2.13130590339893,"DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0003700"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  SPDEF  FOSB  SIX1  E2F8  FOXA1  TBX3  ELF5  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  FOXG1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  SPIB"
1.84337295269184e-08,43,1767,2.00957910014514,"Sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0043565"," PAX6  TFAP2B  FOXC1  MCM10  PITX1  PGR  ESR1  CDC45  CDC6  SOX10  MYBL2  EZH2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  SPDEF  FOSB  SIX1  E2F8  FOXA1  TBX3  ELF5  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  FOXG1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  MMP12  SPIB  MAPT"
3.79359400698308e-07,36,1596,2.02657342657343,"Transcription cis-regulatory region binding "," http://amigo.geneontology.org/amigo/term/GO:0000976"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  EZH2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  FOSB  SIX1  E2F8  FOXA1  TBX3  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  MMP12  SPIB"
3.79359400698308e-07,36,1598,2.02657342657343,"Transcription regulatory region nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0001067"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  EZH2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  FOSB  SIX1  E2F8  FOXA1  TBX3  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  ZBED2  WT1  ESRRG  ZFP2  FOXD1  MMP12  SPIB"
4.94365376287637e-07,34,1488,2.05403377110694,"RNA polymerase II transcription regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000977"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  EZH2  MEOX2  LHX2  GATA3  HLF  FOXM1  DLX2  MYB  MSX2  FOSB  SIX1  E2F8  FOXA1  TBX3  ZIC1  EN1  FOXI1  AR  FOS  EMX2  NR2F1  WT1  ESRRG  ZFP2  FOXD1  SPIB"
4.96104494584496e-07,25,474,2.29344729344729,"DNA-binding transcription activator activity "," http://amigo.geneontology.org/amigo/term/GO:0001216"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  MEOX2  LHX2  GATA3  HLF  DLX2  MYB  FOSB  SIX1  FOXA1  TBX3  FOXI1  AR  FOS  WT1  ESRRG  FOXD1  SPIB"
1.10718749959659e-06,24,468,2.28639053254438,"DNA-binding transcription activator activity, RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0001228"," PAX6  TFAP2B  FOXC1  PITX1  PGR  ESR1  SOX10  MYBL2  MEOX2  LHX2  GATA3  HLF  DLX2  MYB  FOSB  SIX1  FOXA1  FOXI1  AR  FOS  WT1  ESRRG  FOXD1  SPIB"
