"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.4307065833386e-71,103,1446,6.43053876979836,"DNA-binding transcription factor activity, RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0000981"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA1  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
2.92173901418579e-71,104,1515,6.29380028979252,"DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0003700"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA1  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  AFF3  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
3.8712791360878e-65,98,1488,6.15734724578305,"RNA polymerase II transcription regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000977"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BARX1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
3.8712791360878e-65,94,1253,6.48423937871174,"RNA polymerase II cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000978"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  CUX2  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
7.0088246512615e-65,94,1272,6.4392099385818,"Cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000987"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  CUX2  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
7.0088246512615e-65,106,1775,5.53237084895376,"Double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003690"," PAX6  TFAP2B  ISL1  RAD51  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  AFF3  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  AIM2  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.18632460290879e-64,103,1660,5.7080063237536,"Sequence-specific double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:1990837"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
3.20856359196984e-63,98,1596,5.93069642691988,"Transcription cis-regulatory region binding "," http://amigo.geneontology.org/amigo/term/GO:0000976"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BARX1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
3.20856359196984e-63,98,1598,5.93069642691988,"Transcription regulatory region nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0001067"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BARX1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
4.14244609704234e-62,103,1767,5.46250067542011,"Sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0043565"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  PAX4  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  SIX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MUC1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
