"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
8.36086663828904e-13,103,530,2.25683445630965,"Pathways in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05200 "," ITGA3  IGF1  HGF  BIRC3  LAMC3  PTGER3  RAD51  LAMA3  CAMK2B  FGFR2  FGFR3  PTGS2  GLI2  ADCY2  EDN1  RUNX1T1  IL12RB2  GSTP1  BIRC5  DLL3  ESR1  TGFB2  MMP9  PLCB4  LAMA1  IKBKB  CCNE1  CDK6  MET  TGFBR1  ZBTB16  CCND1  WNT5B  FZD10  IL12B  FGF1  WNT5A  SLC2A1  CCND2  CSF3R  TGFB3  CKS2  BMP4  BMP2  GNG13  GNGT1  CALML4  GADD45G  EPO  CCNA1  GSTM1  GSTM3  WNT2B  IL6ST  IL2RA  PDGFRA  LEF1  EGF  BRCA2  IGF1R  PML  PMAIP1  ERBB2  AGTR1  CCNA2  SKP2  EGFR  CDKN2A  EDNRA  TCF7L1  BCL2L11  KIT  FGFR4  DVL3  ADCY9  WNT4  TGFBR2  HEY1  ADCY1  RET  NKX3-1  IGF2  GSTM4  AR  CXCL8  FOS  BCL2  LAMB2  ARNT2  CCNE2  CALML5  NQO1  WNT7B  COL4A5  FZD9  LAMA2  MMP1  LAMB3  COL4A6  CSF2RA  GSTA1  GSTT2  GNG4"
3.331743156582e-12,77,354,2.52595617799344,"PI3K-Akt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04151 "," ITGA3  IGF1  HGF  TNC  LAMC3  LAMA3  NGFR  ERBB3  FGFR2  FGFR3  COL9A3  TCL1A  LAMA1  IKBKB  CCNE1  COMP  CDK6  ITGB8  MET  COL1A1  AREG  CCND1  GHR  THBS4  PRLR  FGF1  ITGB6  STK11  MYB  SPP1  CCND2  CSF3R  TNN  PCK1  EREG  GNG13  GNGT1  EPO  ITGB4  IL2RA  PDGFRA  ITGA7  CHAD  THBS1  EGF  COL2A1  ITGB7  IGF1R  PDPK1  G6PC3  ERBB2  COL6A1  COL6A2  EGFR  BCL2L11  KIT  CREB3L1  FGFR4  COL6A3  IGF2  IRS1  PDGFD  BCL2  LAMB2  CCNE2  ERBB4  EFNA5  NTF3  THBS2  MAGI2  COL4A5  RELN  LAMA2  LAMB3  COL4A6  TNXB  GNG4"
8.10564557485646e-12,67,294,2.64646296623591,"Cytokine-cytokine receptor interaction","http://www.genome.jp/kegg-bin/show_pathway?hsa04060 "," CX3CL1  IL32  IL20RA  TNFRSF17  IL17RB  NGFR  CXCL2  IL12RB2  TGFB2  CCL22  IL21R  AMH  TGFBR1  CCL7  CCL2  CCL8  BMP5  GHR  IL12B  PRLR  LIFR  CCL20  IL1R2  IL1RL1  CSF3R  TGFB3  TNFSF11  IL9R  CXCL6  BMP4  BMP2  IL17B  EPO  IL6ST  IL2RA  IL33  IL11RA  CCL21  MSTN  BMPR1B  CXCL9  TNFRSF11A  CXCL14  TNFRSF21  CXCL13  CXCR5  IL24  TGFBR2  IL17RC  CXCL5  CXCL1  TNFRSF11B  CX3CR1  CXCL10  CXCL11  CXCL8  CCL19  LEP  CCL13  TNFRSF4  IL1RAP  CSF2RA  TNFSF12  CCL5  CCL23  CCL14  CCL18"
8.10564557485646e-12,33,88,4.35481406011207,"ECM-receptor interaction","http://www.genome.jp/kegg-bin/show_pathway?hsa04512 "," ITGA3  TNC  LAMA3  HMMR  COL9A3  LAMA1  COMP  ITGB8  COL1A1  THBS4  ITGB6  SPP1  TNN  ITGB4  CD36  ITGA7  CHAD  THBS1  COL2A1  ITGB7  COL6A1  COL6A2  HSPG2  COL6A3  LAMB2  THBS2  COL4A5  RELN  LAMA2  LAMB3  COL4A6  GP1BB  TNXB"
1.74710676544758e-11,214,1527,1.62747034946777,"Metabolic pathways","http://www.genome.jp/kegg-bin/show_pathway?hsa01100 "," AOC1  CYP26B1  MTMR7  CD38  ACSM3  PNPLA4  AASS  ELOVL5  CYP24A1  HSD17B6  BCAT1  ME1  PFKP  MAOB  ASNS  ST6GALNAC2  PTGS2  CA12  ADCY2  GSTP1  HSD17B2  SIRT4  CERS4  PHGDH  CYP26A1  GGT5  GCAT  PNPLA3  PLCB4  RENBP  PCYT1B  NME3  SMPD3  QPRT  CA2  IL4I1  ATP6V0A4  CYP3A5  EZH2  ASPA  GALK1  HSD17B1  EZH1  ALOX12  INPP4B  GALNT7  BST1  UGDH  MVK  LDHB  ST8SIA1  VNN1  VNN2  EHHADH  HGD  HYAL1  PLCH1  GALNT3  ACADL  ODC1  ATP6V1B1  PLA2G4A  PLA2G2D  B4GALT6  ELOVL4  ALDH8A1  GALNT12  ALDH6A1  DNMT3A  EPHX2  LIAS  AMD1  PCK1  CHST8  GNMT  SRD5A3  GAD1  CHAC1  BBOX1  TPH1  GAMT  ASS1  HSD17B3  IDO1  AOC3  ALDH3B2  BHMT2  CHIT1  PDE6B  GSTM1  GSTM3  HMGCS2  LPIN1  FADS2  PSAT1  UGT2B28  GLS2  GLUL  PDE5A  PIK3C2G  RDH16  GALNT6  CSAD  G6PC3  IMPA2  PNMT  SELENBP1  LBR  AMT  SRD5A1  PLA2G7  PSPH  UGCG  B3GAT3  TM7SF2  HNMT  MAT1A  ME3  QDPR  SUV39H2  DGKE  AK5  UGT2B4  FUT6  DGKI  EXTL1  GALNT14  CDA  HLCS  ALDH4A1  NPR2  PDE9A  CBS  HK3  ALOX15  AMDHD2  ADCY9  B3GALT2  BPNT1  ETNPPL  GALNT10  ADCY1  CA3  ALDH1A1  FBP1  ACSM1  LDHC  ANPEP  TK1  ENTPD3  MGAT2  ACOX2  GSTM4  JMJD7-PLA2G4B  FASN  CEL  FUT3  CTPS1  RRM2  FUT9  HPSE  UGT8  AMY1B  GPX2  TYMS  PNPLA2  GLDC  CA8  ALOX15B  B3GNT3  FUT7  NQO1  SGSH  ABAT  ACSM5  UPP1  ALDH1A3  INPP5J  CYP4F8  CYP4F3  PDE2A  AKR1C1  AMY1C  PLA2G2A  MAOA  ACADSB  ADH1B  ENPP1  UGT2B17  ELOVL2  AKR1B10  MAN1A2  TAT  CKMT1A  CYP21A2  CKMT1B  AMY1A  AMY2B  AMY2A  PLA2G4B  GSTA1  ADH1C  GALNT4  POC1B-GALNT4  NDUFC2-KCTD14  TDO2  UGT2B15  SRD5A2  GSTT2  INPP5D  MCCC2  MGAM  LTC4S  GCNT2"
7.23690586434904e-10,33,103,3.72061783776565,"Protein digestion and absorption","http://www.genome.jp/kegg-bin/show_pathway?hsa04974 "," ATP1A2  ELN  COL11A1  COL17A1  COL5A3  SLC15A1  SLC7A8  COL9A3  KCNN4  SLC1A1  COL1A1  SLC16A10  COL10A1  ACE2  COL5A1  COL2A1  COL6A1  COL6A2  COL8A1  CPB1  COL6A3  CPA3  KCNK5  COL3A1  COL8A2  COL14A1  COL4A5  MME  COL4A6  COL5A2  COL11A2  PRSS2  KCNQ1"
2.43142177035452e-08,46,200,2.67095262353541,"Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," ITGA3  IGF1  HGF  BIRC3  VCL  TNC  LAMC3  LAMA3  COL9A3  LAMA1  COMP  ITGB8  MET  COL1A1  CCND1  THBS4  ITGB6  SPP1  CCND2  TNN  ITGB4  VAV3  PDGFRA  ITGA7  CHAD  THBS1  EGF  COL2A1  ITGB7  IGF1R  PDPK1  ERBB2  COL6A1  COL6A2  EGFR  COL6A3  PDGFD  BCL2  LAMB2  THBS2  COL4A5  RELN  LAMA2  LAMB3  COL4A6  TNXB"
9.86228336225732e-08,29,99,3.40174027591246,"Viral protein interaction with cytokine and cytokine receptor","http://www.genome.jp/kegg-bin/show_pathway?hsa04061 "," CX3CL1  IL20RA  CXCL2  CCL22  CCL7  CCL2  CCL8  CCL20  CXCL6  IL6ST  IL2RA  CCL21  CXCL9  CXCL14  CXCL13  CXCR5  IL24  CXCL5  CXCL1  CX3CR1  CXCL10  CXCL11  CXCL8  CCL19  CCL13  CCL5  CCL23  CCL14  CCL18"
1.67547553105059e-07,33,126,3.04145743880843,"Cell cycle","http://www.genome.jp/kegg-bin/show_pathway?hsa04110 "," DBF4  MCM2  ORC1  ORC6  TGFB2  CDC45  CDC6  MCM5  MCM4  CCNE1  CDK6  CCND1  TTK  CDC20  CCND2  TGFB3  GADD45G  CCNA1  CCNB1  ESPL1  CCNA2  SKP2  CDKN2A  CHEK1  CCNB2  CDC25A  MAD2L1  PTTG1  PLK1  BUB1  CDK1  CCNE2  PTTG2"
1.05147719911877e-06,55,294,2.17246959914888,"MAPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04010 "," CACNA1G  CACNA2D2  IGF1  HGF  NGFR  ERBB3  FGFR2  FGFR3  CACNG4  TGFB2  MAP3K1  IKBKB  MET  HSPB1  TGFBR1  CACNG1  AREG  FGF1  PLA2G4A  TGFB3  DUSP1  DUSP4  EREG  HSPA2  GADD45G  PDGFRA  ARRB1  EGF  MAP3K12  IGF1R  ERBB2  EGFR  TAOK2  PTPRR  CACNA1D  KIT  CACNA2D3  DUSP2  MRAS  ELK4  FGFR4  TGFBR2  IGF2  JMJD7-PLA2G4B  FOS  PDGFD  ERBB4  EFNA5  NTF3  IL1RAP  NF1  HSPA1L  PLA2G4B  MAPT  MAP4K1"
1.07581497376921e-06,26,92,3.28188885689605,"Salivary secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04970 "," ATP1A2  ADRB1  ADCY2  LYZ  PLCB4  CST4  KCNN4  BST1  MUC5B  CALML4  CHRM3  ITPR1  AQP5  ADCY9  CAMP  CST5  CST2  CST1  AMY1B  CALML5  PRKG1  AMY1C  AMY1A  AMY2B  AMY2A  TRPV6"
1.25753443757261e-06,26,93,3.24659972940255,"IL-17 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04657 "," IL17RB  PTGS2  CXCL2  MMP9  IKBKB  CCL7  CCL2  CCL20  MUC5B  CXCL6  FOSB  IL17B  MMP13  S100A8  S100A7  LCN2  MMP3  S100A9  IL17RC  CXCL5  CXCL1  CXCL10  CXCL8  FOS  FOSL1  MMP1"
2.06804534611626e-06,36,161,2.59665931534633,"MicroRNAs in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05206 "," CYP24A1  TNC  ERBB3  FGFR3  PTGS2  TGFB2  TIMP3  MMP9  IKBKB  CCNE1  CDK6  MET  EZH2  CCND1  CCND2  DNMT3A  TNN  RECK  PDGFRA  GLS2  THBS1  KIF23  SLC7A1  ERBB2  EGFR  CDKN2A  BCL2L11  CDC25A  IRS1  ZFPM2  BCL2  CCNE2  EFNA5  MDM4  SERPINB5  TNXB"
