"pathway","phnx_z_score","mean_path_score","sd_path_score"
"interleukin 6 signaling",-0.409337797246978,0.00687538,0.00897884345085881
"apoptosis",-0.663312068785803,0.03812662,0.0190809433381305
"hemostasis",-1.50180973134045,0.32992668,0.05861706590583
"intrinsic pathway for apoptosis",-0.323474600881099,0.01518546,0.0119188956087998
"mapk3 erk1 activation",-0.396079703088903,0.00986738,0.0105720640753462
"translesion synthesis by y family dna polymerases bypasses lesions on dna template",0,0,0
"recognition of dna damage by pcna containing replication complex",0,0,0
"translesion synthesis by polh",0,0,0
"recognition and association of dna glycosylase with site containing an affected purine",0,0,0
"displacement of dna glycosylase by apex1",0,0,0
"polb dependent long patch base excision repair",0,0,0
"resolution of ap sites via the multiple nucleotide patch replacement pathway",0,0,0
"activation of bad and translocation to mitochondria",-0.20265249477951,0.00331633,0.00605139355098624
"activation of noxa and translocation to mitochondria",-0.218806886458649,0.0030591,0.00529736526468536
"bh3 only proteins associate with and inactivate anti apoptotic bcl 2 members",-0.354338686589794,0.01032649,0.0109682914880228
"release of apoptotic factors from the mitochondria",0,0,0
"formation of apoptosome",0,0,0
"activation of caspases through apoptosome mediated cleavage",0,0,0
"cytochrome c mediated apoptotic response",0,0,0
"apoptotic cleavage of cellular proteins",-0.550424993914958,0.02000038,0.0147892630058469
"smac xiap regulated apoptotic response",0,0,0
"apoptotic factor mediated response",-0.1334986836983,0.00309849,0.00545690773735529
"opioid signalling",-0.82446275777279,0.04939058,0.0225972365935956
"pka mediated phosphorylation of creb",-0.426072101064909,0.01875919,0.0141741033616279
"camk iv mediated phosphorylation of creb",-0.315047171677764,0.00657166,0.008258001448307
"ca dependent events",-0.601626112133257,0.02865469,0.0165130631793447
"g protein mediated events",-0.635971356417703,0.03792396,0.0204159509213371
"electric transmission across gap junctions",-0.252873263567917,0.00335484,0.00622778374344439
"presynaptic depolarization and calcium channel opening",-0.333344345286436,0.00887433,0.00931268234753619
"neurotransmitter release cycle",-0.738512607990623,0.0363271,0.019575969108145
"neurotransmitter clearance",-0.342546569562837,0.01005073,0.0106284234714315
"neurotransmitter receptors and postsynaptic signal transmission",-1.16117853431977,0.10284197,0.0347336510346594
"transmission across chemical synapses",-1.45827122972551,0.14523277,0.0373543473186764
"neuronal system",-1.80902523599172,0.21472043,0.0461687478639366
"formation of rna pol ii elongation complex",-0.217293564403605,0.00319406,0.00567922940279922
"irs mediated signalling",-0.638914072997202,0.02858517,0.018054337018885
"raf independent mapk1 3 activation",-0.538361144138529,0.01963565,0.014498910415406
"mapk1 erk2 activation",-0.417719497779233,0.00687227,0.00879123435588542
"sos mediated signalling",-0.226609692050848,0.00283239,0.00464406438434178
"formation of the early elongation complex",-0.193499453584142,0.00304834,0.00562451200683491
"inhibition of replication initiation of damaged dna by rb1 e2f1",0,0,0
"e2f enabled inhibition of pre replication complex formation",-0.375265994898304,0.01339778,0.012438590395767
"e2f mediated regulation of dna replication",-0.406080136980784,0.01381422,0.0125202380934003
"activation of bh3 only proteins",-0.273179480141958,0.00917966,0.0100287913227462
"effects of pip2 hydrolysis",-0.44011097214207,0.01300527,0.0117590115393201
"disinhibition of snare formation",0,0,0
"gpvi mediated activation cascade",-0.653715017540668,0.02339509,0.0153049719396688
"downstream signaling events of b cell receptor bcr",-0.165495343599431,0.00702796,0.00989731773943176
"activation of ras in b cells",0,0,0
"antiviral mechanism by ifn stimulated genes",-0.433309271090755,0.01627299,0.0126306782825648
"prolactin receptor signaling",-0.464813022655203,0.01033887,0.0106470123658111
"signaling by nodal",0,0,0
"fertilization",0,0,0
"meiotic synapsis",-0.296576502147952,0.00978025,0.0101837130660247
"ros and rns production in phagocytes",-0.264335591507051,0.00678901,0.00915128373825312
"signaling by fgfr in disease",-0.53325585672227,0.02244138,0.0155861016718823
"signaling by erbb2",-0.677770278349912,0.03106829,0.0188976861469683
"signaling by erbb2 in cancer",-0.600813600850843,0.02380273,0.0162824709463071
"regulation of gene expression by hypoxia inducible factor",-0.214268387445787,0.00395229,0.00724460578858256
"cellular response to hypoxia",-0.255563820013702,0.00723607,0.0100016895969976
"constitutive signaling by ligand responsive egfr cancer variants",-0.304898326514312,0.00627657,0.00776183335295845
"signaling by erbb4",2.00527177290948,0.04015847,0.0210901736968244
"cross presentation of particulate exogenous antigens phagosomes",-0.214071854023897,0.00317987,0.00546484733051085
"antigen processing cross presentation",-0.598451089221477,0.03316663,0.0201965210151484
"endosomal vacuolar pathway",-0.310860048080435,0.00329046,0.00582403564298344
"cross presentation of soluble exogenous antigens endosomes",-0.321563143004362,0.00746002,0.0101069418890333
"erythrocytes take up carbon dioxide and release oxygen",-0.371815329346494,0.0130279,0.0119626590109065
"methionine salvage pathway",0,0,0
"erythrocytes take up oxygen and release carbon dioxide",-0.35335200040424,0.01316384,0.0129724467238222
"shc1 events in erbb2 signaling",-0.55242041621673,0.02258569,0.0155057448069396
"pi3k events in erbb4 signaling",-0.353718511177,0.00965175,0.00964538154547634
"shc1 events in erbb4 signaling",-0.374478807372824,0.01049176,0.0113538067209422
"nuclear signaling by erbb4",3.46792054356302,0.02189744,0.0146838889070051
"downregulation of erbb4 signaling",-0.162278642982897,0.0033566,0.0057099318984178
"interleukin 7 signaling",-0.522124527590368,0.01675443,0.0138174508546744
"developmental biology",3.4354279120856,0.49516165,0.070747620447797
"mitochondrial protein import",0,0,0
"cytokine signaling in immune system",0.384267038518769,0.32998201,0.0607858277151173
"adaptive immune system",-1.99402869858097,0.27948704,0.0524726851095273
"spry regulation of fgf signaling",-0.328704595027849,0.00328764,0.00589477612820056
"ca2 activated k channels",-0.242567039707923,0.00384074,0.00758858253048908
"inwardly rectifying k channels",-0.572499425291295,0.01992845,0.0147920672508818
"potassium channels",-0.886995585219523,0.05027201,0.0245006969167964
"voltage gated potassium channels",-0.468722933024014,0.01362454,0.0125117411306597
"tandem pore domain potassium channels",-0.480158204272678,0.01262241,0.0110430477971981
"sperm motility and taxes",0,0,0
"acrosome reaction and sperm oocyte membrane binding",0,0,0
"grb7 events in erbb2 signaling",-0.469856738560316,0.01374795,0.0127442037297318
"downregulation of erbb2 erbb3 signaling",-0.375373632815071,0.0095568,0.0100880820306992
"transcription of e2f targets under negative control by dream complex",-0.328143436855631,0.00968568,0.0098300914713073
"transcription of e2f targets under negative control by p107 rbl1 and p130 rbl2 in complex with hdac1",1.5993582456211,0.00933636,0.0103376714036818
"mitochondrial iron sulfur cluster biogenesis",-0.229390185680767,0.0034513,0.00684990072847629
"rora activates gene expression",3.39781533566609,0.00674153,0.00847852727533604
"bmal1 clock npas2 activates circadian gene expression",2.70092213255523,0.02182639,0.0166400983790972
"abc transporters in lipid homeostasis",-0.328758469103186,0.01652902,0.0151753352958768
"elevation of cytosolic ca2 levels",-0.369519828941565,0.00964193,0.0103159010733435
"activation of puma and translocation to mitochondria",0,0,0
"apoptosis induced dna fragmentation",0,0,0
"caspase activation via death receptors in the presence of ligand",0,0,0
"extrinsic pathway of fibrin clot formation",-0.165813939142099,0.00309828,0.00553801450439612
"intrinsic pathway of fibrin clot formation",-0.348203961379677,0.00889615,0.00900664652858553
"common pathway of fibrin clot formation",-0.383948329235225,0.01302417,0.0125646333963977
"formation of fibrin clot clotting cascade",-0.516280567794191,0.01943558,0.0142666225681696
"inhibition of the proteolytic activity of apc c required for the onset of anaphase by mitotic spindle checkpoint components",-0.417238381914775,0.01255713,0.0109940269132214
"the citric acid tca cycle and respiratory electron transport",-0.569481981932401,0.02685637,0.0169739698650333
"signaling by scf kit",-0.562064095685431,0.02552798,0.0164713954708493
"regulation of kit signaling",-0.262721011463164,0.0065254,0.00873702482803451
"regulation of signaling by nodal",0,0,0
"collagen degradation",-1.17812991261058,0.09858468,0.0323178960082863
"translocation of slc2a4 glut4 to the plasma membrane",-0.270496286817975,0.01000739,0.0106744163994496
"beta defensins",0,0,0
"defensins",-0.175056186525508,0.00322406,0.00596414226039289
"alpha defensins",-0.14295902286577,0.00285692,0.00473506314208364
"tetrahydrobiopterin bh4 synthesis recycling salvage and regulation",0,0,0
"reproduction",-0.434967488638291,0.01952842,0.0146181500137072
"degradation of the extracellular matrix",-1.52572841954277,0.16524535,0.0411772824018232
"extracellular matrix organization",-2.03957733949041,0.30794776,0.055765357752218
"collagen formation",-1.31886354455448,0.10841602,0.0324567467019192
"reversible hydration of carbon dioxide",-0.392580325418266,0.01013708,0.0109712069635969
"acyl chain remodelling of pc",-0.411579958071167,0.01313658,0.0118241423192878
"acyl chain remodeling of cl",-0.254085502307984,0.00368851,0.00652736966467955
"acyl chain remodelling of ps",-0.477743110972458,0.0165599,0.0132705210277025
"acyl chain remodelling of pe",-0.350767224499215,0.0126625,0.0125225496945192
"acyl chain remodeling of dag and tag",-0.328556550167958,0.00676228,0.00874211760055216
