pathway,phnx_z_score,mean_path_score,sd_path_score
interleukin 6 signaling,-0.299013956,0.003297544,0.006379448
regulation of apoptosis,-0.444187219,0.01107269,0.010767284
hemostasis,-0.199603107,0.090809244,0.02960497
intrinsic pathway for apoptosis,-0.393390426,0.00598715,0.007898387
mapk3 erk1 activation,-0.364909901,0.005818874,0.008081102
translesion synthesis by y family dna polymerases bypasses lesions on dna template,0,0,0
recognition of dna damage by pcna containing replication complex,0,0,0
translesion synthesis by polh,0,0,0
recognition and association of dna glycosylase with site containing an affected purine,0,0,0
displacement of dna glycosylase by apex1,0,0,0
polb dependent long patch base excision repair,0,0,0
resolution of ap sites via the multiple nucleotide patch replacement pathway,0,0,0
activation of bad and translocation to mitochondria,-0.298131045,0.002830926,0.005269247
activation of noxa and translocation to mitochondria,0,0,0
bh3 only proteins associate with and inactivate anti apoptotic bcl 2 members,-0.30631371,0.002693348,0.004679347
release of apoptotic factors from the mitochondria,0,0,0
formation of apoptosome,0,0,0
activation of caspases through apoptosome mediated cleavage,0,0,0
cytochrome c mediated apoptotic response,0,0,0
apoptotic cleavage of cellular proteins,-0.321294218,0.006232196,0.008783837
smac xiap regulated apoptotic response,0,0,0
apoptotic factor mediated response,0,0,0
opioid signalling,-0.419515446,0.008645698,0.009810599
pka mediated phosphorylation of creb,-0.308733993,0.003307532,0.006632026
camk iv mediated phosphorylation of creb,-0.203705613,0.00283224,0.005705488
ca dependent events,-0.344926625,0.005870458,0.00852488
g protein mediated events,-0.310056318,0.005368798,0.007865661
electric transmission across gap junctions,0,0,0
presynaptic depolarization and calcium channel opening,-0.278505195,0.006001624,0.008766889
neurotransmitter release cycle,-0.440674157,0.013358784,0.011842728
neurotransmitter clearance,0,0,0
neurotransmitter receptors and postsynaptic signal transmission,-0.562748021,0.019441038,0.014804207
transmission across chemical synapses,-0.745186748,0.03370954,0.019497851
neuronal system,-0.798187045,0.03753629,0.021168334
formation of rna pol ii elongation complex,0,0,0
irs mediated signalling,0,0,0
raf independent mapk1 3 activation,-0.412058007,0.008224414,0.009475399
mapk1 erk2 activation,-0.231488995,0.002494516,0.004771354
sos mediated signalling,0,0,0
formation of the early elongation complex,0,0,0
inhibition of replication initiation of damaged dna by rb1 e2f1,0,0,0
e2f enabled inhibition of pre replication complex formation,-0.242943438,0.002770684,0.005312693
e2f mediated regulation of dna replication,-0.279446555,0.003183374,0.006095527
activation of bh3 only proteins,-0.293863061,0.002951888,0.005757403
effects of pip2 hydrolysis,0,0,0
disinhibition of snare formation,0,0,0
gpvi mediated activation cascade,-0.377154679,0.00880406,0.010218778
downstream signaling events of b cell receptor bcr,0,0,0
activation of ras in b cells,0,0,0
antiviral mechanism by ifn stimulated genes,0,0,0
prolactin receptor signaling,0,0,0
signaling by nodal,0,0,0
fertilization,0,0,0
meiotic synapsis,0,0,0
ros and rns production in phagocytes,-0.206212678,0.002590604,0.005143253
signaling by fgfr in disease,0,0,0
signaling by erbb2,-0.366207484,0.005403706,0.007301069
signaling by erbb2 in cancer,-0.289418352,0.003258862,0.006491855
regulation of gene expression by hypoxia inducible factor,0,0,0
cellular response to hypoxia,0,0,0
constitutive signaling by ligand responsive egfr cancer variants,-0.251210835,0.002807916,0.005684134
