"pathway","phnx_z_score","mean_path_score","sd_path_score","phnx_p_val"
"nuclear receptor transcription pathway",19.3545958919079,0.0166562721903538,0.00448570901723915,0
"rna polymerase ii transcription",13.0727141287181,0.179163625635927,0.0150083672353529,0
"sumoylation of intracellular receptors",11.6777554852362,0.00877526586243766,0.00347298984656718,0
"transcriptional regulation of granulopoiesis",9.68825749059319,0.00775059954221069,0.00311648818676229,0
"regulation of beta cell development",9.66778799950851,0.00762547829109462,0.00322215410586195,0
"regulation of gene expression in endocrine committed neurog3 progenitor cells",8.91429980865144,0.00256039403703107,0.00182553158592674,0
"runx2 regulates bone development",8.43966813127048,0.00634890500800611,0.00285490142477086,0
"gli proteins bind promoters of hh responsive genes to promote transcription",8.15403251986905,0.00251310999409179,0.00171794781617223,0
"tp53 regulates transcription of caspase activators and caspases",8.13027032399249,0.00120935820960585,0.0011938090832861,0
"regulation of gene expression in beta cells",8.10661023478437,0.00393905164524404,0.00229267456011124,0
"transcriptional activity of smad2 smad3 smad4 heterotrimer",7.86971883230587,0.00564354296293459,0.00260714074972546,0
"regulation of pten gene transcription",7.7160825494932,0.00910062742364244,0.0035021026313614,0
"transcriptional regulation by runx2",7.64504194109212,0.0179315644146991,0.0050320043089474,0
"alk mutants bind tkis",7.56621801805005,0.000641712890865165,0.00095692619280894,0
"transcriptional regulation of testis differentiation",7.50321246242645,0.00565635428880705,0.0026846755498868,0
"sumoylation",7.28013282332258,0.0272636633543589,0.00597651751961774,0
"runx2 regulates osteoblast differentiation",6.9288577269116,0.00575108017273305,0.00289911013176663,0
"runx1 regulates transcription of genes involved in differentiation of hscs",6.79527666798329,0.00539398507477745,0.00271114291311956,0
"regulation of tp53 activity through association with co factors",6.72040210318487,0.00136230883628014,0.00142149826587789,0
"nuclear events kinase and transcription factor activation",6.65836181608222,0.0104906446821151,0.00359652503850977,0
"ngf stimulated transcription",6.59268163665008,0.00957932003215683,0.00357743478061853,0
"transcriptional regulation of pluripotent stem cells",6.54463058898555,0.00725462712591616,0.0032101062059153,0
"deactivation of the beta catenin transactivating complex",6.48899429455418,0.0050086021081479,0.00254133755370435,0
"activation of puma and translocation to mitochondria",6.38657152836529,0.00138046177283832,0.00149295861743238,0.002
"pten regulation",6.35058504669691,0.011929810344991,0.00401334491179057,0
"developmental biology",6.3500319133138,0.188049997945574,0.0144851990511003,0
"yap1 and wwtr1 taz stimulated gene expression",6.19507189972259,0.00248400976308039,0.00175720592875059,0
"runx2 regulates chondrocyte maturation",6.17194173033758,0.0012637276454152,0.00120942496291865,0.002
"tfap2a acts as a transcriptional repressor during retinoic acid induced cell differentiation",6.1707603771025,0.000627756635098194,0.000813707793076255,0.004
"binding of tcf lef ctnnb1 to target gene promoters",6.12172811467985,0.00192338953363287,0.00157618389221983,0
