"pathway","phnx_z_score","mean_path_score","sd_path_score"
"kinase binding",0.349894107816231,0.37432941,0.0645354965847539
"protein-containing complex binding",-1.16658801732199,0.57359993,0.0774823062279505
"protein kinase binding",0.623192784145331,0.34088883,0.0576565886417911
"rna binding",0.456593751406078,0.27241248,0.0577045128604212
"adenyl nucleotide binding",-2.61881201692852,0.67239671,0.0881684933883905
"adenyl ribonucleotide binding",-2.93015940406416,0.6649864,0.0768375944625127
"atp binding",-2.5921983625918,0.63559615,0.0836032277187759
"cytoskeletal protein binding",-2.75417633898096,0.51082826,0.0750272439260211
"transcription factor binding",15.872763104421,0.20118454,0.0432864432915673
"transferase activity, transferring phosphorus-containing groups ",-2.3183114404599,0.38648643,0.0674441005946045
"kinase activity",-2.45255409600556,0.36694578,0.0606697239593374
"protein domain specific binding",2.53990881759304,0.31147675,0.0572356176698356
"phosphotransferase activity, alcohol group as acceptor ",-2.30134219265955,0.32411565,0.0567215299038802
"cell adhesion molecule binding",-1.97377303126249,0.2629396,0.0557306226489682
"protein homodimerization activity",0.43485107213984,0.36543838,0.0627378469271117
"dna-binding transcription activator activity",24.675384250794,0.25465129,0.0526195943618678
"dna-binding transcription activator activity, rna polymerase ii-specific ",23.6068949255406,0.25509149,0.0535719972486402
"protein kinase activity",-2.19831229507279,0.3001289,0.0546323196523009
"enzyme regulator activity",-2.50096982283299,0.56844353,0.0707419691292352
"sequence-specific dna binding",25.7530834941289,0.65410448,0.0832154922531343
"double-stranded dna binding",25.2633405203609,0.65483435,0.0850845773252988
"dna-binding transcription factor binding",10.3967270767792,0.07710896,0.0299806888935438
"cadherin binding",-1.32591596598515,0.11386194,0.0350866428894944
"chromatin binding",11.1153238851296,0.20948285,0.0453092645076915
"protein serine kinase activity",-1.34128342238521,0.1343782,0.0403555274721457
"transcription coregulator activity",-0.28722353859326,0.11744858,0.0374919829089966
"sequence-specific double-stranded dna binding",26.9961422708672,0.62638128,0.0797965390160468
"protein-macromolecule adaptor activity",-1.58406848566124,0.14094202,0.0389326727715665
"protein dimerization activity",1.80155452546866,0.47090476,0.0708861364974667
"molecular adaptor activity",-1.61302572054846,0.153732,0.0416372777844878
"lipid binding",-0.00953390819872984,0.41071224,0.07051043349566
"ubiquitin-like protein ligase binding",-0.28562103937271,0.0886866,0.031393345601195
"protein serine/threonine kinase activity",-1.58964567866941,0.16465123,0.0413936456928426
"hydrolase activity, acting on acid anhydrides ",-1.85529536643759,0.23779936,0.0518027273385275
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides ",-1.94963693556036,0.23923609,0.0500329513771566
"cis-regulatory region sequence-specific dna binding",27.1970681671504,0.50290302,0.0749752498125114
"transcription cis-regulatory region binding",26.4379007331396,0.57851533,0.0788517473850291
"transcription regulatory region nucleic acid binding",27.5060166987917,0.56925716,0.0761263567505935
"protein c-terminus binding",-1.34773547631966,0.11536888,0.035510588569421
"pyrophosphatase activity",-1.95506553882527,0.23910397,0.0498264472803979
"rna polymerase ii cis-regulatory region sequence-specific dna binding",28.3670457921592,0.50338075,0.0718090020696847
"rna polymerase ii-specific dna-binding transcription factor binding",5.25619397033797,0.06197933,0.027497210113558
"gtpase binding",-0.875201271950742,0.06238696,0.026618974111033
"nucleoside-triphosphatase activity",-1.73217176850086,0.21818835,0.0516567419162136
"ubiquitin protein ligase binding",-0.277124844250063,0.08175949,0.0308506803969022
"oxidoreductase activity",-2.2760248993442,0.36572938,0.0657195710130847
"structural molecule activity",-2.47665565534581,0.44958159,0.0753926326402969
"signaling receptor binding",-3.03712800767952,0.95665519,0.0923455281736004
"actin binding",-1.68421816981852,0.18770708,0.0462868061852107
"transmembrane receptor protein kinase activity",-1.36272675273019,0.14297448,0.0433942313684863
"nuclear receptor binding",4.97005179992109,0.04207341,0.0215343007092399
"transition metal ion binding",3.68256937109881,0.54689566,0.0720758560811042
"small gtpase binding",-0.855304243154485,0.06087898,0.0278251630229565
"catalytic activity, acting on dna ",-1.09329080273869,0.07486496,0.0289309668761204
"protein tyrosine kinase activity",-1.36277773304046,0.11988569,0.0359748246624342
"tubulin binding",-1.84941025742415,0.24159266,0.050704087761796
"integrin binding",-1.3033836231022,0.11644009,0.0375715093637938
"rna polymerase ii transcription regulatory region sequence-specific dna binding",28.4354335455635,0.55052672,0.0738790662936019
"transmembrane receptor protein tyrosine kinase activity",-1.39488499079803,0.11739117,0.0346918708848641
"phospholipid binding",-1.79096348807208,0.21367152,0.0484161294060453
