"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.07668410585011e-63,75,1264,8.9979831316465,"Positive regulation of transcription by RNA polymerase II "," http://amigo.geneontology.org/amigo/term/GO:0045944"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  NR4A2  ZIC3  CREB3L1  ELK4  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  ARNT2  HOXB2  FOSL1  NR2F1  ETV4  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ESRRG  FOXD1  SPIB"
2.76918483484549e-63,80,1716,7.69728457994314,"Positive regulation of transcription, DNA-templated "," http://amigo.geneontology.org/amigo/term/GO:0045893"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  ARNT2  HOXB2  FOSL1  NR2F1  ETV4  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ESRRG  FOXD1  SPIB"
2.76918483484549e-63,80,1717,7.69728457994314,"Positive regulation of RNA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902680"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  ARNT2  HOXB2  FOSL1  NR2F1  ETV4  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ESRRG  FOXD1  SPIB"
2.76918483484549e-63,80,1716,7.69728457994314,"Positive regulation of nucleic acid-templated transcription "," http://amigo.geneontology.org/amigo/term/GO:1903508"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  ARNT2  HOXB2  FOSL1  NR2F1  ETV4  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ESRRG  FOXD1  SPIB"
2.47754100653599e-62,80,1895,7.51135983163534,"Positive regulation of RNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051254"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  ARNT2  HOXB2  FOSL1  NR2F1  ETV4  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ESRRG  FOXD1  SPIB"
4.41844019571357e-59,80,1970,6.94130127298444,"Positive regulation of macromolecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0010557"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  ARNT2  HOXB2  FOSL1  NR2F1  ETV4  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ESRRG  FOXD1  SPIB"
1.79382225068273e-48,64,1353,8.12994240600531,"Negative regulation of transcription, DNA-templated "," http://amigo.geneontology.org/amigo/term/GO:0045892"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  ESR1  SOX10  XBP1  KLF5  ZNF423  MAZ  TFEC  HOXA2  GATA3  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  SPDEF  RUNX2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  DMRT1  LEF1  ZFHX3  NR1I3  RORC  NR4A2  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  SHOX2  AR  INSM1  NR2F1  FOXG1  HIC1  ZBTB33  SOX2  NKX2-5  WT1  ZBTB6  FOXD1  NFATC4"
1.79382225068273e-48,64,1357,8.12994240600531,"Negative regulation of RNA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902679"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  ESR1  SOX10  XBP1  KLF5  ZNF423  MAZ  TFEC  HOXA2  GATA3  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  SPDEF  RUNX2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  DMRT1  LEF1  ZFHX3  NR1I3  RORC  NR4A2  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  SHOX2  AR  INSM1  NR2F1  FOXG1  HIC1  ZBTB33  SOX2  NKX2-5  WT1  ZBTB6  FOXD1  NFATC4"
1.79382225068273e-48,64,1355,8.12994240600531,"Negative regulation of nucleic acid-templated transcription "," http://amigo.geneontology.org/amigo/term/GO:1903507"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  ESR1  SOX10  XBP1  KLF5  ZNF423  MAZ  TFEC  HOXA2  GATA3  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  SPDEF  RUNX2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  DMRT1  LEF1  ZFHX3  NR1I3  RORC  NR4A2  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  SHOX2  AR  INSM1  NR2F1  FOXG1  HIC1  ZBTB33  SOX2  NKX2-5  WT1  ZBTB6  FOXD1  NFATC4"
7.50678991889134e-48,64,1469,7.97359735973597,"Negative regulation of RNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051253"," PAX6  TFAP2B  ISL1  FOXC1  PITX1  SREBF1  GLI2  PAX2  ESR1  SOX10  XBP1  KLF5  ZNF423  MAZ  TFEC  HOXA2  GATA3  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  SPDEF  RUNX2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  DMRT1  LEF1  ZFHX3  NR1I3  RORC  NR4A2  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  SHOX2  AR  INSM1  NR2F1  FOXG1  HIC1  ZBTB33  SOX2  NKX2-5  WT1  ZBTB6  FOXD1  NFATC4"
