"gene","h_cent"
"IFNGR1",42.8333333333333
"IL15RA",42.8333333333333
"IMPACT",42.8333333333333
"IRAK4",42.8333333333333
"ISCA1",42.8333333333333
"ITSN2",42.8333333333333
"KANK2",42.8333333333333
"KANSL1L",42.8333333333333
"KANSL2",42.8333333333333
"KCTD13",42.8333333333333
"KHNYN",42.8333333333333
"LAMTOR5",42.8333333333333
"LIMS1 /// LIMS3L",42.8333333333333
"LLPH",42.8333333333333
"LRCH3",42.8333333333333
"LSM8",42.8333333333333
"MED13L",42.8333333333333
"MFAP3",42.8333333333333
"MKLN1",42.8333333333333
"MRC2",42.8333333333333
"MRPL11",42.8333333333333
"MTCH2",42.8333333333333
"NDUFAF5",42.8333333333333
"NEDD4",42.8333333333333
"NEMF",42.8333333333333
"NUDT3",42.8333333333333
"NUP85",42.8333333333333
"OSBPL9",42.8333333333333
"OXSM",42.8333333333333
"PAICS",42.8333333333333
"PFN2",42.8333333333333
"PIK3R3",42.8333333333333
"PLCB4",42.8333333333333
"PLEKHA8P1",42.8333333333333
"PLK2",42.8333333333333
"PNISR",42.8333333333333
"POP1",42.8333333333333
"POU2F1",42.8333333333333
"PPP3R1",42.8333333333333
"PRICKLE4 /// TOMM6",42.8333333333333
"PSMB5",42.8333333333333
"PSMF1",42.8333333333333
"PTPN4",42.8333333333333
"PUS7L",42.8333333333333
"RAD54B",42.8333333333333
"RALY",42.8333333333333
"RANBP17",42.8333333333333
"RARG",42.8333333333333
"RASA1",42.8333333333333
"RNF10",42.8333333333333
"RNF220",42.8333333333333
"RNF43",42.8333333333333
"RPL32",42.8333333333333
"RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C",42.8333333333333
"SAMD4B",42.8333333333333
"SAP18",42.8333333333333
"SENP5",42.8333333333333
"SETD1A",42.8333333333333
"SF3B3",42.8333333333333
"SF3B5",42.8333333333333
"SHQ1",42.8333333333333
"SLC25A12",42.8333333333333
"SLC2A1",42.8333333333333
"SLC35E3",42.8333333333333
"SLC9A2",42.8333333333333
"SNRPC",42.8333333333333
"SOCS5",42.8333333333333
"SPATS2",42.8333333333333
"SSFA2",42.8333333333333
"ST6GALNAC2",42.8333333333333
"SYT5",42.8333333333333
"SYTL2",42.8333333333333
"TAF1C",42.8333333333333
"TBC1D15",42.8333333333333
"TBP",42.8333333333333
"TFDP2",42.8333333333333
"TIAL1",42.8333333333333
"TIMM50",42.8333333333333
"TMEM183A /// TMEM183B",42.8333333333333
"TMPRSS4",42.8333333333333
"TMSB4X",42.8333333333333
"TNIP2",42.8333333333333
"TNS1",42.8333333333333
"TRAK1",42.8333333333333
"TRMT1",42.8333333333333
"TSPAN31",42.8333333333333
"TXNL1",42.8333333333333
"USP53",42.8333333333333
"VPS33A",42.8333333333333
"VRK2",42.8333333333333
"WDR60",42.8333333333333
"WEE1",42.8333333333333
"WRNIP1",42.8333333333333
"YAP1",42.8333333333333
"YWHAQ",42.8333333333333
"ZCCHC8",42.8333333333333
"ZFHX3",42.8333333333333
"ZNF292",42.8333333333333
"ZNF446",42.8333333333333
"AEN",42.8333333333333
"ALAD",42.8333333333333
"AMACR",42.8333333333333
"ARG2",42.8333333333333
"ASNS",42.8333333333333
"ATF1",42.8333333333333
"BBIP1",42.8333333333333
"BCCIP",42.8333333333333
"BTRC",42.8333333333333
"C10orf88",42.8333333333333
"C5AR2",42.8333333333333
"CAP2",42.8333333333333
"CAPG",42.8333333333333
"CASD1",42.8333333333333
"CBX1",42.8333333333333
"CCDC6",42.8333333333333
"CDKN2AIP",42.8333333333333
"CEP131",42.8333333333333
"CEPT1",42.8333333333333
"CHMP4A /// TM9SF1",42.8333333333333
"CNGA1",42.8333333333333
"CREB3",42.8333333333333
"DHX9",42.8333333333333
"DLGAP4",42.8333333333333
"DNAJB12",42.8333333333333
"DOPEY2",42.8333333333333
"DSTN",42.8333333333333
"E4F1",42.8333333333333
"EIF1B",42.8333333333333
"EIF2AK1",42.8333333333333
"ETFA",42.8333333333333
"FDPS",42.8333333333333
"FMO5",42.8333333333333
"GLT8D2",42.8333333333333
"GLUL",42.8333333333333
"GSTA4",42.8333333333333
"HMCES",42.8333333333333
"IRGQ",42.8333333333333
"KIAA0513",42.8333333333333
"MAST1",42.8333333333333
"MED20",42.8333333333333
"MKL2",42.8333333333333
"NAA50",42.8333333333333
"NANS",42.8333333333333
"NCK1",42.8333333333333
"NDUFAF1",42.8333333333333
"NOL7",42.8333333333333
"NUP43",42.8333333333333
"OCEL1",42.8333333333333
"OGDH",42.8333333333333
"ORC2",42.8333333333333
"PACS1",42.8333333333333
"PDK3",42.8333333333333
"PHTF1",42.8333333333333
"PKP3",42.8333333333333
"POLR2D",42.8333333333333
"POLR2G",42.8333333333333
"PPP2CA",42.8333333333333
"PPP5C",42.8333333333333
"PRDX6",42.8333333333333
"PSMG2",42.8333333333333
"RALA",42.8333333333333
"RBM19",42.8333333333333
"RBMS1",42.8333333333333
"RCOR3",42.8333333333333
"RFWD3",42.8333333333333
"RGS10",42.8333333333333
"RPL35",42.8333333333333
"SCFD1",42.8333333333333
"SDHAF1",42.8333333333333
"SEC24A",42.8333333333333
"SETMAR",42.8333333333333
"SIRT5",42.8333333333333
"SLC35F2",42.8333333333333
"SLC37A4",42.8333333333333
"SLC9A3R2",42.8333333333333
"SNX24",42.8333333333333
"SNX5",42.8333333333333
"SPINT1",42.8333333333333
"SPTBN2",42.8333333333333
"STS",42.8333333333333
"TCIRG1",42.8333333333333
"TEF",42.8333333333333
"TEX10",42.8333333333333
"TFE3",42.8333333333333
"TJP3",42.8333333333333
"TMEM186",42.8333333333333
"TMEM231",42.8333333333333
"TMEM87A",42.8333333333333
"TNFAIP2",42.8333333333333
"TOP3A",42.8333333333333
"TP53I3",42.8333333333333
"TRIM36",42.8333333333333
"TTC13",42.8333333333333
"TTC33",42.8333333333333
"U2AF2",42.8333333333333
"UBE2N",42.8333333333333
"UPF1",42.8333333333333
"WDR45",42.8333333333333
"WTAP",42.8333333333333
"XPO4",42.8333333333333
"YY1AP1",42.8333333333333
"ZFYVE16",42.8333333333333
"ZNF146",42.8333333333333
"ZNF174",42.8333333333333
"ZNF302",42.8333333333333
"ZNF552",42.8333333333333
"C15orf39",42.8333333333333
"CLDN3",42.8333333333333
"EIF4E",42.8333333333333
"JADE2",42.8333333333333
"MAN1B1",42.8333333333333
"PHKA2",42.8333333333333
"SCYL2",42.8333333333333
"TBCB",42.8333333333333
"BOP1 /// MIR7112",42.8333333333333
"CDKN2D",42.8333333333333
"DNAJC11",42.8333333333333
"GLRX5",42.8333333333333
"PPIB",42.8333333333333
"ARHGAP4",42.8333333333333
"MTG1",42.8333333333333
"UQCRH /// UQCRHL",42.8333333333333
"ESRRA",42.6666666666667
"KDM5B",42.6666666666667
"AIP",42.6666666666667
"ALAS1",42.6666666666667
"ALDH7A1",42.6666666666667
"ARHGAP5",42.6666666666667
"ARHGDIA",42.6666666666667
"ARMC8",42.6666666666667
"ASCC1",42.6666666666667
"ATMIN",42.6666666666667
"ATXN10",42.6666666666667
"BCL7C",42.6666666666667
"C1orf109",42.6666666666667
"CACNB3",42.6666666666667
"CCT3 /// LOC101927137",42.6666666666667
"CDK10",42.6666666666667
"CEP57",42.6666666666667
"CIB1",42.6666666666667
"COL4A3BP",42.6666666666667
"COPE",42.6666666666667
"CRBN",42.6666666666667
"CRY2",42.6666666666667
"DHRS12",42.6666666666667
"DNAJC22",42.6666666666667
"E2F5",42.6666666666667
"ECT2",42.6666666666667
"EFCAB14",42.6666666666667
"EFNA3",42.6666666666667
"EIF1",42.6666666666667
"EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10",42.6666666666667
"EIF4G2",42.6666666666667
"EIF5B",42.6666666666667
"ELP3",42.6666666666667
"EPB41L1",42.6666666666667
"FAM102A",42.6666666666667
"FAM98A",42.6666666666667
"FEN1",42.6666666666667
"FIG4",42.6666666666667
"FOXO3",42.6666666666667
"FZR1",42.6666666666667
"GCSH /// LOC101060817",42.6666666666667
"GDPD5",42.6666666666667
"GYG1",42.6666666666667
"IFT74",42.6666666666667
"KAT8",42.6666666666667
"KIF16B",42.6666666666667
"KLHDC2",42.6666666666667
"LUC7L3",42.6666666666667
"MARS /// MIR6758",42.6666666666667
"MC1R",42.6666666666667
"MED28",42.6666666666667
"METTL1",42.6666666666667
"MRPS16",42.6666666666667
"MYO1B",42.6666666666667
"NDUFB3",42.6666666666667
"NFKB2",42.6666666666667
"NUP160",42.6666666666667
"NXT1",42.6666666666667
"OAS3",42.6666666666667
"OGFOD3",42.6666666666667
"OS9",42.6666666666667
"PACRG",42.6666666666667
"PDE4A",42.6666666666667
"PGRMC2",42.6666666666667
"PIGG",42.6666666666667
"PLEKHB2",42.6666666666667
"PMPCA",42.6666666666667
"PNP",42.6666666666667
"POLR2B",42.6666666666667
"PPIG",42.6666666666667
"PPP1CB",42.6666666666667
"PSMA7",42.6666666666667
"PSMD7",42.6666666666667
"PSMD8",42.6666666666667
"RABL3",42.6666666666667
"RALGDS",42.6666666666667
"RBM23",42.6666666666667
"RCAN1",42.6666666666667
"RCL1",42.6666666666667
"RCOR1",42.6666666666667
"RHBDF1",42.6666666666667
"RPAP3",42.6666666666667
"RRP1",42.6666666666667
"SAMD4A",42.6666666666667
"SF3B2",42.6666666666667
"SLC35F5",42.6666666666667
"SMC4",42.6666666666667
"SNAP23",42.6666666666667
"STOML1",42.6666666666667
"STRN",42.6666666666667
"TBC1D5",42.6666666666667
"TBPL1",42.6666666666667
"TMPO",42.6666666666667
"TPM3",42.6666666666667
"TRAPPC6A",42.6666666666667
"TRMT1L",42.6666666666667
"TXLNA",42.6666666666667
"UBA5",42.6666666666667
"UBE4A",42.6666666666667
"VCP",42.6666666666667
"VEGFA",42.6666666666667
"WBP2",42.6666666666667
"YIPF3",42.6666666666667
"ZFHX2",42.6666666666667
"ZFP36",42.6666666666667
"ZNF189",42.6666666666667
"ZNF239",42.6666666666667
"ZNF79",42.6666666666667
"ABI2",42.6666666666667
"ABTB2",42.6666666666667
"ACAA1",42.6666666666667
"ANKMY1",42.6666666666667
"CHD1",42.6666666666667
"CKS2",42.6666666666667
"CLU",42.6666666666667
"CYHR1",42.6666666666667
"DDX39A",42.6666666666667
"DDX51",42.6666666666667
"DUSP10",42.6666666666667
"ECD",42.6666666666667
"EPB41L5",42.6666666666667
"FAM173A",42.6666666666667
"FBXO5",42.6666666666667
"FBXO7",42.6666666666667
"G6PC3",42.6666666666667
"GATAD1",42.6666666666667
"GOLGA2",42.6666666666667
"GOLGA3",42.6666666666667
"HIPK3",42.6666666666667
"HIST1H1E",42.6666666666667
"HMBOX1",42.6666666666667
"HNRNPUL2",42.6666666666667
"IMP4",42.6666666666667
"JMJD4",42.6666666666667
"JUNB",42.6666666666667
"KCTD15",42.6666666666667
"MEGF9",42.6666666666667
"MORC3",42.6666666666667
"MSMO1",42.6666666666667
"MYL5",42.6666666666667
"NIP7",42.6666666666667
"PDIA4",42.6666666666667
"PRKAG1",42.6666666666667
"PRR14",42.6666666666667
"PSMC3IP",42.6666666666667
"RAB5B",42.6666666666667
"RAD23A",42.6666666666667
"RBM14-RBM4 /// RBM4",42.6666666666667
"RBM42",42.6666666666667
"RNF130",42.6666666666667
"RPL10A",42.6666666666667
"RRS1",42.6666666666667
"SLC19A1",42.6666666666667
"SNRPD2",42.6666666666667
"STAU1",42.6666666666667
"TERF2IP",42.6666666666667
"TH",42.6666666666667
"THAP9",42.6666666666667
"TMEM208",42.6666666666667
"TOR1A",42.6666666666667
"TOR1B",42.6666666666667
"TPD52L1",42.6666666666667
"TPRKB",42.6666666666667
"TSPAN13",42.6666666666667
"UBXN4",42.6666666666667
"UGCG",42.6666666666667
"UVRAG",42.6666666666667
"ZDHHC7",42.6666666666667
"ZNF200",42.6666666666667
"ZNF787",42.6666666666667
"ZSCAN9",42.6666666666667
"ZYX",42.6666666666667
"DKKL1",42.6666666666667
"EXTL3",42.6666666666667
"HEMK1",42.6666666666667
"SF1",42.6666666666667
"SLC2A4RG",42.6666666666667
"SLC52A2",42.6666666666667
"SLCO4A1",42.6666666666667
"ASB6",42.6666666666667
"CENPBD1P1",42.6666666666667
"CYP46A1",42.6666666666667
"GADD45G",42.6666666666667
"H2AFX",42.6666666666667
"HCFC1",42.6666666666667
"POLR1C",42.6666666666667
"PPDPF",42.6666666666667
"XRCC3",42.6666666666667
"ACPP",42.5
"ANKS1A",42.5
"MPHOSPH8",42.5
"P2RY6",42.5
"PLXDC1",42.5
"SH3TC1",42.5
"SLC25A11",42.5
"SPG11",42.5
"IMPA1",42.5
"ZNF180",42.5
"LAMP1",42.5
"NR3C1",42.3333333333333
"ABCF3",42.3333333333333
"AFTPH",42.3333333333333
"AGR2",42.3333333333333
"AHDC1",42.3333333333333
"AKAP13",42.3333333333333
"AMBRA1",42.3333333333333
"ANKEF1",42.3333333333333
"AP1S2",42.3333333333333
"APAF1",42.3333333333333
"ARHGAP24",42.3333333333333
"ARHGEF7",42.3333333333333
"ARPC1B",42.3333333333333
"ATP2B4",42.3333333333333
"ATP7B",42.3333333333333
"AUTS2",42.3333333333333
"BAZ2B",42.3333333333333
"BCKDHA",42.3333333333333
"C1orf112",42.3333333333333
"CAMLG",42.3333333333333
"CARD8",42.3333333333333
"CASP6",42.3333333333333
"CBLB",42.3333333333333
"CDK6",42.3333333333333
"CEP290",42.3333333333333
"CHCHD3",42.3333333333333
"COX17 /// POPDC2",42.3333333333333
"CREB3L2",42.3333333333333
"CRNKL1",42.3333333333333
"CTSD",42.3333333333333
"DAD1",42.3333333333333
"DARS",42.3333333333333
"DARS2",42.3333333333333
"DCBLD2",42.3333333333333
"DCK",42.3333333333333
"DENR",42.3333333333333
"DHRS7B",42.3333333333333
"DNMT3A",42.3333333333333
"DPYSL2",42.3333333333333
"DYNC1H1",42.3333333333333
"EML3",42.3333333333333
"EPRS",42.3333333333333
"ESD",42.3333333333333
"EXT1",42.3333333333333
"F7",42.3333333333333
"FAM168B",42.3333333333333
"FAM193B",42.3333333333333
"FRS3",42.3333333333333
"GAR1",42.3333333333333
"GLG1",42.3333333333333
"GLTP",42.3333333333333
"GNA12",42.3333333333333
"GRB7",42.3333333333333
"GRN",42.3333333333333
"GULP1",42.3333333333333
"HADHA",42.3333333333333
"HEXB",42.3333333333333
"HINT1",42.3333333333333
"HOXC13",42.3333333333333
"HPS1",42.3333333333333
"IK",42.3333333333333
"INVS",42.3333333333333
"ITK",42.3333333333333
"JAG1",42.3333333333333
"KCNIP2",42.3333333333333
"KDM4C",42.3333333333333
"KIAA0319",42.3333333333333
"KSR1",42.3333333333333
"LMBR1L",42.3333333333333
"MACF1",42.3333333333333
"MARK2",42.3333333333333
"MAU2",42.3333333333333
"MECP2",42.3333333333333
"MKRN1",42.3333333333333
"MNAT1",42.3333333333333
"MRPL33",42.3333333333333
"MRPS14",42.3333333333333
"MRPS33",42.3333333333333
"MUC1",42.3333333333333
"NARS2",42.3333333333333
"NCAPD3",42.3333333333333
"NCAPG",42.3333333333333
"NDUFA2",42.3333333333333
"NELL2",42.3333333333333
"NNT",42.3333333333333
"NOD1",42.3333333333333
"NPM1",42.3333333333333
"NRIP1",42.3333333333333
"NVL",42.3333333333333
"PACSIN2",42.3333333333333
"PCYOX1",42.3333333333333
"PDCL",42.3333333333333
"PDLIM1",42.3333333333333
"PDLIM2",42.3333333333333
"PDS5A",42.3333333333333
"PI4KB",42.3333333333333
"PIEZO1",42.3333333333333
"PIGB",42.3333333333333
"PIGF",42.3333333333333
"PIP5K1B",42.3333333333333
"PPAT",42.3333333333333
"PPP4C",42.3333333333333
"PRDM4",42.3333333333333
"PRPF4",42.3333333333333
"PRRG2",42.3333333333333
"PSIP1",42.3333333333333
"PTOV1",42.3333333333333
"RAB11FIP2",42.3333333333333
"RBM34",42.3333333333333
"REL",42.3333333333333
"RGS9",42.3333333333333
"RNF7",42.3333333333333
"SASH1",42.3333333333333
"SAV1",42.3333333333333
"SEMA4D",42.3333333333333
"SLC16A1",42.3333333333333
"SLC25A30",42.3333333333333
"SMARCA5",42.3333333333333
"SMC1A",42.3333333333333
"SMC6",42.3333333333333
"SMIM8",42.3333333333333
"SPRYD7",42.3333333333333
"SREK1IP1",42.3333333333333
"SUCO",42.3333333333333
"TBC1D2B",42.3333333333333
"THOC5",42.3333333333333
"TM9SF3",42.3333333333333
"TMEM19",42.3333333333333
"TMEM209",42.3333333333333
"TMEM243",42.3333333333333
"TMEM246",42.3333333333333
"TMEM259",42.3333333333333
"TPBG",42.3333333333333
"TPCN1",42.3333333333333
"TRAPPC13",42.3333333333333
"TRIM23",42.3333333333333
"TRIM24",42.3333333333333
"TSEN2",42.3333333333333
"TXLNG",42.3333333333333
"UBN1",42.3333333333333
"VAMP4",42.3333333333333
"VEZT",42.3333333333333
"VOPP1",42.3333333333333
"WDR41",42.3333333333333
"XIAP",42.3333333333333
"XPO6",42.3333333333333
"YES1",42.3333333333333
"ZC3H13",42.3333333333333
"ZCCHC2",42.3333333333333
"ZNF771",42.3333333333333
"ZWILCH",42.3333333333333
"ACAD10",42.3333333333333
"ACOT8",42.3333333333333
"ALDH4A1",42.3333333333333
"ANKRD27",42.3333333333333
"AP1AR",42.3333333333333
"ARAP2 /// LOC101928667",42.3333333333333
"ARL1",42.3333333333333
"ATP8B1",42.3333333333333
"BASP1",42.3333333333333
"BSG",42.3333333333333
"BUB3",42.3333333333333
"C21orf59",42.3333333333333
"C6orf120",42.3333333333333
"CASZ1",42.3333333333333
"CDC45",42.3333333333333
"CIB2",42.3333333333333
"COX5B",42.3333333333333
"COX6A1",42.3333333333333
"CT62",42.3333333333333
"CTNS",42.3333333333333
"DCUN1D2",42.3333333333333
"DEF8",42.3333333333333
"DMXL2",42.3333333333333
"DOPEY1",42.3333333333333
"EDEM3",42.3333333333333
"EMG1",42.3333333333333
"EPAS1",42.3333333333333
"EXOC2",42.3333333333333
"F12",42.3333333333333
"FARSA",42.3333333333333
"FRAT2",42.3333333333333
"GAS2",42.3333333333333
"GAS2L1",42.3333333333333
"GLUD1",42.3333333333333
"GRSF1",42.3333333333333
"GUSBP11",42.3333333333333
"HAT1",42.3333333333333
"HIP1",42.3333333333333
"HSPA13",42.3333333333333
"IL4R",42.3333333333333
"ITGAV",42.3333333333333
"KCNS3",42.3333333333333
"KIF14",42.3333333333333
"MBTPS2",42.3333333333333
"MINPP1",42.3333333333333
"MTMR9",42.3333333333333
"NAA35",42.3333333333333
"NELFB",42.3333333333333
"NPDC1",42.3333333333333
"NR2C1",42.3333333333333
"OLA1",42.3333333333333
"PCNA",42.3333333333333
"POLE2",42.3333333333333
"PSMD12",42.3333333333333
"PSMG1",42.3333333333333
"RAE1",42.3333333333333
"RALB",42.3333333333333
"RBM12",42.3333333333333
"RBM6",42.3333333333333
"RNF103",42.3333333333333
"RNF6",42.3333333333333
"RPL21 /// RPL21P28 /// SNORA27 /// SNORD102",42.3333333333333
"RPL37",42.3333333333333
"RWDD1",42.3333333333333
"SEC14L5",42.3333333333333
"SEC24B",42.3333333333333
"SETD4",42.3333333333333
"SIGIRR",42.3333333333333
"SIRT6",42.3333333333333
"SLC25A15",42.3333333333333
"SLC35A1",42.3333333333333
"SMC5",42.3333333333333
"SP4",42.3333333333333
"SPICE1",42.3333333333333
"SRP72",42.3333333333333
"STYXL1",42.3333333333333
"TMCO3",42.3333333333333
"TMED10",42.3333333333333
"TRAK2",42.3333333333333
"TTC3 /// TTC3P1",42.3333333333333
"TYMS",42.3333333333333
"UBB",42.3333333333333
"UBE2V2",42.3333333333333
"ULK4",42.3333333333333
"UPF3A",42.3333333333333
"VPS37C",42.3333333333333
"VPS4A",42.3333333333333
"WDR13",42.3333333333333
"YAF2",42.3333333333333
"YEATS4",42.3333333333333
"ZCCHC4",42.3333333333333
"ZFYVE26",42.3333333333333
"ZNF10",42.3333333333333
"ZNF518A",42.3333333333333
"KIAA0319L",42.3333333333333
"RNF141",42.3333333333333
"TRAPPC10",42.3333333333333
"ZNF672",42.3333333333333
"FAM214B",42.3333333333333
"FASTK",42.3333333333333
"ZFP36L2",42.3333333333333
"ARL2BP",42.3333333333333
"FOSL1",42.3333333333333
"POLD1",42.3333333333333
"YY1",42.3333333333333
"ZNF143",42.1666666666667
"ABI1",42.1666666666667
"ACOT7",42.1666666666667
"AP3M2",42.1666666666667
"ARID3B",42.1666666666667
"ATF3",42.1666666666667
"BAHCC1",42.1666666666667
"BLCAP",42.1666666666667
"BLOC1S5-TXNDC5 /// TXNDC5",42.1666666666667
"BMPR2",42.1666666666667
"BRD8",42.1666666666667
"C17orf80",42.1666666666667
"CALCOCO1",42.1666666666667
"CAMKMT",42.1666666666667
"CAP1",42.1666666666667
"CCDC7",42.1666666666667
"CETN2",42.1666666666667
"CGRRF1",42.1666666666667
"CLSTN3",42.1666666666667
"CRISPLD2",42.1666666666667
"CTR9",42.1666666666667
"DNAJC13",42.1666666666667
"EFEMP2",42.1666666666667
"EGLN2 /// RAB4B-EGLN2",42.1666666666667
"EIF3K",42.1666666666667
"EIF4A3",42.1666666666667
"ENSA",42.1666666666667
"EPHA4",42.1666666666667
"EPHB3",42.1666666666667
"ESPL1",42.1666666666667
"FAF2",42.1666666666667
"FAM8A1",42.1666666666667
"FBXO42",42.1666666666667
"GFPT2",42.1666666666667
"GINS1",42.1666666666667
"GLOD4",42.1666666666667
"HBS1L",42.1666666666667
"HNRNPU",42.1666666666667
"IKZF4",42.1666666666667
"IMPA2",42.1666666666667
"INPP5K",42.1666666666667
"INTS8",42.1666666666667
"IPPK",42.1666666666667
"KCTD7 /// RABGEF1",42.1666666666667
"LACTB2",42.1666666666667
"M6PR",42.1666666666667
"MAGOH /// MAGOHB",42.1666666666667
"MECR",42.1666666666667
"METTL13",42.1666666666667
"MOB1A",42.1666666666667
"MPHOSPH6",42.1666666666667
"MSH6",42.1666666666667
"NAA16",42.1666666666667
"NAGLU",42.1666666666667
"NDUFAF7",42.1666666666667
"NUP133",42.1666666666667
"PARP6",42.1666666666667
"PDZD7",42.1666666666667
"PELP1",42.1666666666667
"POLR3F",42.1666666666667
"PPP6C",42.1666666666667
"PRR13",42.1666666666667
"PTPN21",42.1666666666667
"PYGL",42.1666666666667
"RABGGTA",42.1666666666667
"RANBP2",42.1666666666667
"RAPGEF3",42.1666666666667
"RHEB",42.1666666666667
"RNF14",42.1666666666667
"RPAIN",42.1666666666667
"RPARP-AS1",42.1666666666667
"RPS10",42.1666666666667
"RPS12",42.1666666666667
"RUNDC3B",42.1666666666667
"S100PBP",42.1666666666667
"SARS",42.1666666666667
"SAT1",42.1666666666667
"SDCCAG3",42.1666666666667
"SEPHS2",42.1666666666667
"SMURF2",42.1666666666667
"SNRNP27",42.1666666666667
"STXBP3",42.1666666666667
"TERF2",42.1666666666667
"THAP7",42.1666666666667
"TLE3",42.1666666666667
"TMCC1",42.1666666666667
"TMEM104",42.1666666666667
"TMEM254",42.1666666666667
"TMEM30A",42.1666666666667
"TNKS2",42.1666666666667
"TOR3A",42.1666666666667
"TP53BP1",42.1666666666667
"TPP2",42.1666666666667
"TRADD",42.1666666666667
"TRIO",42.1666666666667
"TSKU",42.1666666666667
"TUBGCP3",42.1666666666667
"UBE2S",42.1666666666667
"VPS4B",42.1666666666667
"WIPI2",42.1666666666667
"WRB",42.1666666666667
"ZNF133",42.1666666666667
"ZNF7",42.1666666666667
"ZNF75D",42.1666666666667
"ZSCAN5A",42.1666666666667
"ACSL3",42.1666666666667
"ARC",42.1666666666667
"ATG2A",42.1666666666667
"ATRAID",42.1666666666667
"B9D1",42.1666666666667
"BCL10",42.1666666666667
"BYSL",42.1666666666667
"CDK5",42.1666666666667
"CENPO",42.1666666666667
"CHERP",42.1666666666667
"CHMP1A",42.1666666666667
"CHTOP",42.1666666666667
"CYC1",42.1666666666667
"DNAJC17",42.1666666666667
"EPB41L4B",42.1666666666667
"EPN1",42.1666666666667
"ETS2",42.1666666666667
"FAM149B1",42.1666666666667
"FIBP",42.1666666666667
"FTO",42.1666666666667
"GCOM1 /// MYZAP /// POLR2M",42.1666666666667
"GGA3",42.1666666666667
"GLRX3",42.1666666666667
"HNRNPAB",42.1666666666667
"HP1BP3",42.1666666666667
"INTS9",42.1666666666667
"IRF1",42.1666666666667
"KIF20B",42.1666666666667
"KRT19",42.1666666666667
"MAP2K5",42.1666666666667
"MGAT2",42.1666666666667
"MORC2",42.1666666666667
"MVK",42.1666666666667
"MYO10",42.1666666666667
"NAA60",42.1666666666667
"NFKB1",42.1666666666667
"NFYC",42.1666666666667
"NHP2",42.1666666666667
"NOC4L",42.1666666666667
"NSUN7",42.1666666666667
"NXF1",42.1666666666667
"PCIF1",42.1666666666667
"PDS5B",42.1666666666667
"PEX11B",42.1666666666667
"PGAP2",42.1666666666667
"PGS1",42.1666666666667
"PIAS4",42.1666666666667
"PIK3C2B",42.1666666666667
"PRMT3",42.1666666666667
"PTEN",42.1666666666667
"RABGAP1",42.1666666666667
"RPL36AL",42.1666666666667
"RPP14",42.1666666666667
"SLC22A4",42.1666666666667
"SLC27A5",42.1666666666667
"SNRPD3",42.1666666666667
"SPPL2B",42.1666666666667
"SRSF4",42.1666666666667
"TCEA1",42.1666666666667
"TMEM11",42.1666666666667
"TOMM22",42.1666666666667
"TRMU",42.1666666666667
"UBE2D2",42.1666666666667
"WDR43",42.1666666666667
"WRAP73",42.1666666666667
"ZNF544",42.1666666666667
"ZNF580",42.1666666666667
"ZNF721",42.1666666666667
"APEH",42.1666666666667
"CDCA4",42.1666666666667
"LRRC14",42.1666666666667
"MAPKAPK3",42.1666666666667
"MNX1",42.1666666666667
"PPP1R13B",42.1666666666667
"URM1",42.1666666666667
"C20orf27",42.1666666666667
"DNAJB5",42.1666666666667
"NKIRAS2",42.1666666666667
"PGP",42.1666666666667
"CP",42
"GLS",42
"NCOR1",42
"VPS8",42
"FAM83E",42
"IPO13",42
"IQGAP1",42
"LIMCH1",42
"METTL17",42
"NDUFA13",42
"PLD3",42
"RNPS1",42
"SMG9",42
"TNPO2",42
"VDR",42
"EGR1",41.8333333333333
"FOXM1",41.8333333333333
"ZBTB11",41.8333333333333
"ABCB6",41.8333333333333
"ACVR1",41.8333333333333
"AHSA1",41.8333333333333
"AIDA",41.8333333333333
"ALOXE3",41.8333333333333
"ANKFY1",41.8333333333333
"APH1B",41.8333333333333
"ARHGAP17",41.8333333333333
"ARHGEF3",41.8333333333333
"ASAP1",41.8333333333333
"ASS1",41.8333333333333
"ATP11B",41.8333333333333
"AURKB",41.8333333333333
"BACE2",41.8333333333333
"BCLAF1",41.8333333333333
"C16orf95",41.8333333333333
"C1GALT1",41.8333333333333
"C21orf91",41.8333333333333
"CA8",41.8333333333333
"CACNA1C",41.8333333333333
"CAMSAP2",41.8333333333333
"CAPZA1",41.8333333333333
"CAV1",41.8333333333333
"CCDC40",41.8333333333333
"CCDC87",41.8333333333333
"CCS",41.8333333333333
"CDC5L",41.8333333333333
"CDKL1",41.8333333333333
"CERS6",41.8333333333333
"COPB2",41.8333333333333
"CTGF",41.8333333333333
"CYB5R1",41.8333333333333
"DCAF8",41.8333333333333
"DDX28",41.8333333333333
"DEGS1",41.8333333333333
"DHX38",41.8333333333333
"DIMT1",41.8333333333333
"DNAJC10",41.8333333333333
"DYRK2",41.8333333333333
"ECE1",41.8333333333333
"EDC3",41.8333333333333
"EEF1B2 /// SNORA41",41.8333333333333
"ELMO2",41.8333333333333
"ERCC6",41.8333333333333
"ERICH1",41.8333333333333
"EXOSC5",41.8333333333333
"EYA2",41.8333333333333
"FAM114A2",41.8333333333333
"FAM162A",41.8333333333333
"FAM189A2",41.8333333333333
"FXYD3",41.8333333333333
