"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.80899785717781e-06,19,45,4.29550446998723,"Extracellular matrix structural constituent conferring tensile strength "," http://amigo.geneontology.org/amigo/term/GO:0030020"," COL11A1  COL17A1  COL5A3  COL9A3  COL1A1  COL10A1  COL5A1  COL2A1  COL6A1  COL6A2  COL8A1  COL6A3  COL3A1  COL8A2  COL14A1  COL4A5  COL4A6  COL5A2  COL11A2"
0.000119812184995811,15,38,4.01588021778584,"Proteoglycan binding "," http://amigo.geneontology.org/amigo/term/GO:0043394"," TNC  COL5A3  PTPRS  COMP  NID1  PLA2G2D  LRP1  COL5A1  FST  THBS1  COL2A1  CTSK  FCN2  HPSE  LPL"
1.84335170318562e-20,69,186,3.77406377456433,"Extracellular matrix structural constituent "," http://amigo.geneontology.org/amigo/term/GO:0005201"," DCN  VCAN  TNC  LTBP1  ELN  LAMA3  COL11A1  COL17A1  FBLN1  COL5A3  LTBP4  COL9A3  LAMA1  MXRA5  COMP  TFPI2  AEBP1  OGN  ASPN  COL1A1  TECTA  MGP  IMPG1  EFEMP1  PRG4  NID1  FMOD  COL10A1  COL5A1  MATN3  EMILIN2  CHI3L1  POSTN  THBS1  EMILIN1  CILP  MMRN1  FBN2  COL2A1  LUM  COL6A1  COL6A2  HSPG2  DPT  COL8A1  HAPLN1  ABI3BP  COL6A3  FBLN2  SBSPON  FBN1  MFAP4  COL3A1  GP2  FGB  COL8A2  LAMB2  ADIPOQ  THBS2  THSD4  COL14A1  COL4A5  PRELP  LAMA2  LAMB3  COL4A6  COL5A2  COL11A2  SPON1"
4.03328803664065e-06,23,66,3.54533263671195,"Chemokine activity "," http://amigo.geneontology.org/amigo/term/GO:0008009"," CX3CL1  CXCL2  CCL22  CCL7  CCL2  CCL8  CCL20  CXCL6  CCL21  CXCL9  CXCL14  CXCL13  CXCL5  CXCL1  CXCL10  CXCL11  CXCL8  CCL19  CCL13  CCL5  CCL23  CCL14  CCL18"
2.55823161332462e-07,41,152,2.74418481548699,"Growth factor binding "," http://amigo.geneontology.org/amigo/term/GO:0019838"," LTBP1  GPC1  NGFR  ERBB3  FGFR2  FGFR3  TGFBR3  LRP2  LTBP4  NRP1  TGFBR1  COL1A1  GHR  LIFR  IGFBP2  IL1R2  TGFB3  DUSP1  TWSG1  COL5A1  ITGB4  IL6ST  IL2RA  PDGFRA  CD36  EPHA7  IL11RA  FGFBP1  LRRC32  THBS1  COL2A1  IGF1R  ERBB2  IGFBP4  COL6A1  EGFR  CXCL13  FGFR4  TGFBR2  HTRA1  COL3A1"
1.48489504814245e-06,40,156,2.60860595343354,"Transmembrane receptor protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0019199"," EPHA3  LTBP1  STYK1  LTK  ERBB3  TIE1  FGFR2  FGFR3  TGFBR3  TXK  LTBP4  NRP1  PTK6  BMX  PDGFRL  MET  TGFBR1  EFNB3  FRK  TTK  EFEMP1  EPHA4  PDGFRA  EPHA7  BMPR1B  IGF1R  ERBB2  EGFR  KIT  FGFR4  TGFBR2  MELK  RET  PBK  ROR2  SOSTDC1  ERBB4  FES  LCK  DYRK1B"
1.52042685781289e-07,47,184,2.59868190904548,"Heparin binding "," http://amigo.geneontology.org/amigo/term/GO:0008201"," AOC1  LTF  COL11A1  FGFR2  TGFBR3  COL5A3  NRP1  CTSG  FGF14  CRISPLD2  SFRP1  APLP1  PTPRS  COMP  CCL7  CCL8  IMPG1  THBS4  FGF1  PLA2G2D  CXCL6  BMP4  COL5A1  POSTN  FGFBP1  MMP7  THBS1  MSTN  ABI3BP  ADAMTS1  ADAMTS3  CXCL13  FGFR4  PCOLCE2  CLEC3B  FBN1  CXCL10  CXCL11  CEL  LPL  GREM2  NELL2  THBS2  SERPINA5  PRELP  ANG  CCL23"
8.93044268564346e-05,33,137,2.45056632267808,"Transmembrane receptor protein tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004714"," EPHA3  STYK1  LTK  ERBB3  TIE1  FGFR2  FGFR3  TXK  NRP1  PTK6  BMX  PDGFRL  MET  EFNB3  FRK  TTK  EFEMP1  EPHA4  PDGFRA  EPHA7  IGF1R  ERBB2  EGFR  KIT  FGFR4  MELK  RET  PBK  ROR2  ERBB4  FES  LCK  DYRK1B"
3.17013321894795e-08,60,253,2.41270273953932,"Glycosaminoglycan binding "," http://amigo.geneontology.org/amigo/term/GO:0005539"," AOC1  DCN  LTF  VCAN  COL11A1  FGFR2  TGFBR3  HMMR  COL5A3  EPYC  LTBP4  TREM2  NRP1  CTSG  FGF14  CRISPLD2  SFRP1  APLP1  PTPRS  COMP  CCL7  CCL8  IMPG1  THBS4  FGF1  PODXL2  PLA2G2D  CXCL6  BMP4  COL5A1  POSTN  LYVE1  FGFBP1  MMP7  THBS1  MSTN  HAPLN1  ABI3BP  ADAMTS1  ADAMTS3  CXCL13  FGFR4  NLRP3  TGFBR2  PCOLCE2  CLEC3B  FBN1  CXCL10  CXCL11  CEL  SUSD5  LPL  GREM2  SGSH  NELL2  THBS2  SERPINA5  PRELP  ANG  CCL23"
6.25594350893726e-05,37,160,2.35263649425287,"Cytokine binding "," http://amigo.geneontology.org/amigo/term/GO:0019955"," IL20RA  LTBP1  TGFBR3  IL12RB2  LTBP4  CHRD  NRP1  COMP  TGFBR1  GHR  IL12B  PRLR  LIFR  IL1R2  IL1RL1  GBP1  CSF3R  TGFB3  TWSG1  IL6ST  IL2RA  CD36  IL11RA  LRRC32  THBS1  BMPR1B  TNFRSF11A  KIT  CXCR5  PDPN  TGFBR2  CX3CR1  SOSTDC1  GREM2  CSF2RA  ACKR1  GREM1"
1.52042685781289e-07,62,280,2.25271756978654,"Sulfur compound binding "," http://amigo.geneontology.org/amigo/term/GO:1901681"," AOC1  LTF  COL11A1  FGFR2  TGFBR3  COL5A3  GSTP1  NRP1  PNPLA3  CTSG  FGF14  CRISPLD2  SFRP1  APLP1  PTPRS  COMP  CCL7  CCL8  IMPG1  THBS4  FGF1  ACADL  PLA2G2D  ALDH6A1  LRP1  GNMT  CXCL6  BMP4  COL5A1  POSTN  GSTM1  GSTM3  FST  FGFBP1  MMP7  THBS1  MSTN  SUV39H2  ABI3BP  ADAMTS1  ADAMTS3  CXCL13  HLCS  CBS  FGFR4  ACOT11  PCOLCE2  CLEC3B  FBN1  GSTM4  CXCL10  CXCL11  CEL  LPL  GREM2  NELL2  THBS2  SERPINA5  PRELP  ENPP1  ANG  CCL23"
3.00800120346298e-05,56,283,2.01314325169571,"Microtubule binding "," http://amigo.geneontology.org/amigo/term/GO:0008017"," CCDC88C  LZTS1  NAV3  REEP1  GTSE1  SPAG5  CAPN6  NME8  TPX2  BIRC5  KIF4A  NEFH  NIN  SNPH  MID1  NDRG1  NEFM  CRYAB  KIF20A  CLIP4  CCDC88A  CENPF  KIF14  CCDC170  KIF18A  DLGAP5  MAP7D3  KIF1A  MTUS2  NUSAP1  KIF23  KIF11  CENPE  KIF2C  VASH2  S100A8  SYBU  HAUS6  GAS2  DST  BCL2L11  MX1  S100A9  MAP9  PLK1  FES  KIF18B  KIF24  MAP1LC3C  KIF13B  PRC1  KIFC1  SKA1  MAPT  KIF5C  KIF15"
7.80722341215163e-06,65,335,1.9739749528221,"G protein-coupled receptor binding "," http://amigo.geneontology.org/amigo/term/GO:0001664"," TAC1  CX3CL1  CCDC88C  MARCO  ADRB1  SLC9A3R2  REEP1  EDN1  CXCL2  BAMBI  CCL22  SFRP1  APLP1  RNF43  CCL7  CCL2  CCL8  SLC9A3R1  NMU  WNT5B  WNT5A  CCL20  WLS  GHRH  EDN3  NDP  CXCL6  EDN2  PYY  ITGB4  DLG4  NTS  WNT2B  CCL21  ARRB1  CXCL9  AGTR1  CXCL14  ADM  ADRA2A  UCHL1  GNA14  CXCL13  DVL3  WNT4  CXCL5  CXCL1  UCN  PNOC  ROR2  CXCL10  CXCL11  CXCL8  P2RY1  CCL19  PTPN11  PENK  CCL13  MAGI2  WNT7B  S100A14  CCL5  CCL23  CCL14  CCL18"
