"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.7925504386253e-126,101,1446,12.4240506329114,"DNA-binding transcription factor activity, RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0000981"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA1  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.24834380631313e-124,101,1515,12.0429447852761,"DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0003700"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA1  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.29758938731898e-115,100,1660,10.9189008788519,"Sequence-specific double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:1990837"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
5.56937331884029e-113,100,1767,10.449270733525,"Sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0043565"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
4.33749965213583e-112,100,1775,10.2834092933103,"Double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003690"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  SPDEF  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  MNX1  BARX1  BHLHE40  TBX3  EHF  ELF5  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  SHOX2  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  FOXG1  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.06422667295741e-109,95,1488,11.7604212650564,"RNA polymerase II transcription regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000977"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BARX1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.69686407710932e-107,95,1596,11.3275223227844,"Transcription cis-regulatory region binding "," http://amigo.geneontology.org/amigo/term/GO:0000976"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BARX1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.69686407710932e-107,95,1598,11.3275223227844,"Transcription regulatory region nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0001067"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  FOXM1  CUX2  NANOG  DLX2  MYB  BCL11A  HOXB8  MSX2  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BARX1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
1.56040509079155e-105,91,1253,12.3681368136814,"RNA polymerase II cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000978"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  CUX2  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
3.79490205481321e-105,91,1272,12.2822469746975,"Cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000987"," PAX6  TFAP2B  ISL1  FOXC1  GSC2  PITX1  SREBF1  GLI2  PAX2  PGR  TBX5  POU4F3  ESR1  SOX10  XBP1  MYBL2  KLF5  ZNF423  MAZ  ETV2  DLX5  TFEC  HOXA2  MEOX2  LHX2  GATA3  HLF  CUX2  NANOG  DLX2  MYB  BCL11A  EGR1  HOXA7  BHLHE41  HOXC13  RUNX2  GCM2  FOSB  THRA  NR1D1  E2F8  FOXA1  BHLHE40  TBX3  EHF  PAX3  DMRT1  POU2F3  LEF1  ZFHX3  NR1I3  RORC  NR3C2  TCF7L1  ZIC1  NR4A2  ZIC3  CREB3L1  ELK4  NR2F6  EN1  PITX2  HEY1  GFI1B  NKX3-1  TEF  FOXI1  AR  ONECUT1  FOS  EMX2  ARNT2  INSM1  HOXB2  FOSL1  NR2F1  ETV4  HIC1  ZBTB33  EGR3  HOXC10  SOX2  NKX2-5  WT1  MYBL1  ZBTB6  ESRRG  FOXD1  SPIB  NFATC4"
