"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
8.61067072957574e-100,95,1272,11.48015625,"Cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000987"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  HMGA1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
1.86959989949757e-98,94,1253,11.539619047619,"RNA polymerase II cis-regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000978"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
3.85794943286014e-97,96,1515,10.3407242339833,"DNA-binding transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0003700"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  MECP2  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
7.26267568295534e-97,98,1775,9.42701492537313,"Double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003690"," TFAP2B  NR1H4  SNAI2  PRDM1  YBX1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  HMGA1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  MECP2  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
2.64443949659254e-96,95,1446,10.526217765043,"DNA-binding transcription factor activity, RNA polymerase II-specific "," http://amigo.geneontology.org/amigo/term/GO:0000981"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
3.03281218266445e-96,98,1767,9.26567237163814,"Sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0043565"," TFAP2B  NR1H4  SNAI2  PRDM1  YBX1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  HMGA1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  MECP2  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
3.03281218266445e-96,97,1660,9.6675,"Sequence-specific double-stranded DNA binding "," http://amigo.geneontology.org/amigo/term/GO:1990837"," TFAP2B  NR1H4  SNAI2  PRDM1  YBX1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  HMGA1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
3.64699440337679e-96,96,1596,10.0332972972973,"Transcription cis-regulatory region binding "," http://amigo.geneontology.org/amigo/term/GO:0000976"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  HMGA1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
3.64699440337679e-96,96,1598,10.0332972972973,"Transcription regulatory region nucleic acid binding "," http://amigo.geneontology.org/amigo/term/GO:0001067"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  HMGA1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
6.32865095192326e-96,95,1488,10.3775423728814,"RNA polymerase II transcription regulatory region sequence-specific DNA binding "," http://amigo.geneontology.org/amigo/term/GO:0000977"," TFAP2B  NR1H4  SNAI2  PRDM1  SPI1  TCF3  SREBF1  TP63  GLI2  TP73  PGR  RFX2  TBX5  ESR1  MZF1  KLF8  KLF5  ZNF423  MAZ  GLI3  NKX3-2  GLI1  FOXM1  NR2E1  HAND1  STAT1  NR5A2  NR4A3  ONECUT2  BCL11A  EGR1  BHLHE41  NR4A1  SNAI1  RUNX2  FOSB  IRF5  HOXD13  E2F8  RARA  PPARG  MEIS2  ETS1  TBX3  EHF  HEY2  TBR1  KLF4  NR5A1  GCM1  NR1I3  NFIB  FOXO1  THRB  NR3C2  TCF7L1  ZIC1  NR4A2  GABPA  ZIC3  ELK4  NR2F6  NEUROD1  HESX1  KLF15  PITX2  HNF4G  PKNOX2  GFI1B  FOXI1  AR  NHLH1  CEBPB  ARNT2  RARG  INSM1  ZIC4  FOSL1  NR2F1  ETV4  FOXC2  HIC1  ZBTB33  EGR3  SOX2  PLAG1  TBX1  ZBTB7C  SRY  WT1  ZBTB6  MAFK  SOX18  SPIB  KLF13"
