"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.87982315789997e-20,115,451,2.66510328178843,"Extracellular structure organization "," http://amigo.geneontology.org/amigo/term/GO:0043062"," ITGA3  NOX1  DCN  VCAN  TNC  GPM6B  ELN  LAMC3  LAMA3  FOXC1  COL11A1  COL17A1  TIE1  FBLN1  FAP  COL5A3  LTBP4  COL9A3  TGFB2  TLL2  CTSG  MMP9  FERMT1  LAMA1  MMP15  SMPD3  CRISPLD2  APLP1  COMP  HPN  ITGB8  SERPINE1  AEBP1  TGFBR1  COL1A1  LOX  ITGB6  NID1  SPP1  TEX14  FMOD  RECK  LRP1  COL10A1  BMP2  COL5A1  RAMP2  MATN3  ITGB4  POSTN  LOXL2  PDGFRA  ITGA7  CTSV  MMP7  MMP13  THBS1  EMILIN1  FBN2  COL2A1  LUM  ITGB7  FKBP10  COL6A1  COL6A2  HSPG2  DPT  CTSK  COL8A1  HAPLN1  ADAM12  GAS2  MMP3  ADAM8  DST  ABI3BP  ADAMTS1  ADAMTS3  CREB3L1  FGFR4  PDPN  COL6A3  FBLN2  PTX3  TNFRSF11B  HTRA1  FBN1  MFAP4  MMP10  KLK5  COL3A1  KLK7  FGB  COL8A2  LAMB2  TPSAB1  WT1  THSD4  COL14A1  COL4A5  LAMA2  MMP1  NF1  LAMB3  SLC2A10  COL4A6  COL5A2  SERPINB5  COL11A2  MIA  MMP12  MMP11  GREM1  MMP28  PRSS2"
9.26059149121085e-20,114,450,2.64779942279942,"Extracellular matrix organization "," http://amigo.geneontology.org/amigo/term/GO:0030198"," ITGA3  NOX1  DCN  VCAN  TNC  GPM6B  ELN  LAMC3  LAMA3  FOXC1  COL11A1  COL17A1  TIE1  FBLN1  FAP  COL5A3  LTBP4  COL9A3  TGFB2  TLL2  CTSG  MMP9  FERMT1  LAMA1  MMP15  SMPD3  CRISPLD2  APLP1  COMP  HPN  ITGB8  SERPINE1  AEBP1  TGFBR1  COL1A1  LOX  ITGB6  NID1  SPP1  FMOD  RECK  LRP1  COL10A1  BMP2  COL5A1  RAMP2  MATN3  ITGB4  POSTN  LOXL2  PDGFRA  ITGA7  CTSV  MMP7  MMP13  THBS1  EMILIN1  FBN2  COL2A1  LUM  ITGB7  FKBP10  COL6A1  COL6A2  HSPG2  DPT  CTSK  COL8A1  HAPLN1  ADAM12  GAS2  MMP3  ADAM8  DST  ABI3BP  ADAMTS1  ADAMTS3  CREB3L1  FGFR4  PDPN  COL6A3  FBLN2  PTX3  TNFRSF11B  HTRA1  FBN1  MFAP4  MMP10  KLK5  COL3A1  KLK7  FGB  COL8A2  LAMB2  TPSAB1  WT1  THSD4  COL14A1  COL4A5  LAMA2  MMP1  NF1  LAMB3  SLC2A10  COL4A6  COL5A2  SERPINB5  COL11A2  MIA  MMP12  MMP11  GREM1  MMP28  PRSS2"
1.48038249133499e-19,114,454,2.62447079352366,"External encapsulating structure organization "," http://amigo.geneontology.org/amigo/term/GO:0045229"," ITGA3  NOX1  DCN  VCAN  TNC  GPM6B  ELN  LAMC3  LAMA3  FOXC1  COL11A1  COL17A1  TIE1  FBLN1  FAP  COL5A3  LTBP4  COL9A3  TGFB2  TLL2  CTSG  MMP9  FERMT1  LAMA1  MMP15  SMPD3  CRISPLD2  APLP1  COMP  HPN  ITGB8  SERPINE1  AEBP1  TGFBR1  COL1A1  LOX  ITGB6  NID1  SPP1  FMOD  RECK  LRP1  COL10A1  BMP2  COL5A1  RAMP2  MATN3  ITGB4  POSTN  LOXL2  PDGFRA  ITGA7  CTSV  MMP7  MMP13  THBS1  EMILIN1  FBN2  COL2A1  LUM  ITGB7  FKBP10  COL6A1  COL6A2  HSPG2  DPT  CTSK  COL8A1  HAPLN1  ADAM12  GAS2  MMP3  ADAM8  DST  ABI3BP  ADAMTS1  ADAMTS3  CREB3L1  FGFR4  PDPN  COL6A3  FBLN2  PTX3  TNFRSF11B  HTRA1  FBN1  MFAP4  MMP10  KLK5  COL3A1  KLK7  FGB  COL8A2  LAMB2  TPSAB1  WT1  THSD4  COL14A1  COL4A5  LAMA2  MMP1  NF1  LAMB3  SLC2A10  COL4A6  COL5A2  SERPINB5  COL11A2  MIA  MMP12  MMP11  GREM1  MMP28  PRSS2"
1.02393185983896e-17,191,1017,1.96293157023246,"Response to lipid "," http://amigo.geneontology.org/amigo/term/GO:0033993"," CYP26B1  CD38  PDK4  PON1  ABCB4  TAC1  CX3CL1  DCN  LTF  ISL1  ATP1A2  CYP24A1  ABCC2  STAP1  TNC  EPHA3  TNIP3  LTK  TIE1  FGFR2  MAOB  SREBF1  PTGS2  PAX2  ADCY2  EDN1  BRINP1  CXCL2  IL12RB2  PGR  GSTP1  HSD17B2  TESC  IRAK3  ESR1  TGFB2  CYP26A1  TREM2  GGT5  SOX10  XBP1  MLC1  CTSG  PTK6  BPI  MMP15  CA2  SFRP1  GDAP1  HOXA2  SERPINE1  EZH2  TGFBR1  RGS9  CCL2  COL1A1  ALOX12  AREG  CRYAB  CCND1  SCGB2A2  WNT5B  FZD10  GHR  LOX  IL12B  STC2  BCHE  WNT5A  PLSCR4  IGFBP2  PADI2  MYB  SPP1  TGFB3  DNMT3A  DUSP1  SOCS2  CLU  KIF18A  CRY2  LIAS  PTGFR  SLPI  PCK1  CXCL6  SCGB2A1  BMP4  MED1  FOSB  CITED1  FFAR2  NR1D1  FOXA1  LBP  LDLR  EPO  ASS1  AKAP12  RAMP2  POSTN  CCNB1  PTPN22  CD36  CTSV  THBS1  RBP4  MSTN  CXCL9  ANXA3  LEF1  TNFRSF11A  RORC  S100A8  S100A7  ACTA1  CNGA3  CCNA2  SRD5A1  SKP2  EGFR  PSPH  GNRH1  LCN2  ADM  HNMT  NR3C2  AKR1C2  GJA1  BCL2L11  CXCL13  SLC6A1  TIMP4  STC1  S100B  BRINP3  NLRP3  IL24  S100A9  CLDN1  TGFBR2  CXCL5  CXCL1  UCN  CAMP  HPGD  HEY1  ADCY1  GPER1  AQP3  RET  NKX3-1  ABCA3  CX3CR1  IRS1  AR  MN1  CXCL10  CXCL11  CXCL8  FOS  TRH  BCL2  ARNT2  LEP  LPL  UCP3  FOSL1  TYMS  GRAMD1C  GLDC  NRIP1  OXTR  NQO1  ADIPOQ  PENK  FES  AKR1C1  WNT7B  GJB3  S100A14  ESRRG  PDCD1LG2  PLN  TAT  BRINP2  CES1  CCL5  NEFL  SBNO2  MAP4K1"
1.38936357281098e-29,309,1646,1.96210115825851,"Biological adhesion "," http://amigo.geneontology.org/amigo/term/GO:0022610"," PLXND1  ITGA3  CX3CL1  ADAM22  IL32  CD22  LTF  IGF1  NRXN3  SLAMF7  VCL  VCAN  TNC  EPHA3  GPM6B  ARHGAP6  LAMC3  LAMA3  CDH3  CDON  ERBB3  COL17A1  GLI2  ADD2  FBLN1  FAP  COL5A3  PKP1  PCDHA6  CEACAM6  SIGLEC1  TESC  LAG3  CHRD  NRCAM  SEMA6A  TGFB2  IFT74  NRP1  XBP1  FERMT1  LAMA1  BMX  OLFM4  MSLN  CORO2B  SFRP1  IL4I1  TJP3  APLP1  CEACAM5  PTPRS  COMP  CDK6  ITGB8  HSPB1  SERPINE1  AGR2  AMBP  GATA3  CCL2  COL1A1  ALOX12  EFNB3  BST1  ZBTB16  TECTA  CRTAM  FOLR1  KRT18  BMP5  VNN1  PCDHB3  THBS4  IL12B  CDH6  WNT5A  HYAL1  CBLB  ROPN1B  PODXL2  ITGB6  IGFBP2  EPHA4  NID1  PLA2G2D  GBP1  APOA1  KIF14  MYB  SPP1  CSF3R  DUSP1  TNN  TNFSF11  MYOT  CSTA  LY9  HOXA7  LRP1  PCK1  LYPD3  CEACAM8  BMP4  BMP2  FLRT3  OMD  TWSG1  FOXA1  FOXJ1  ACE2  EPO  COL5A1  ASS1  AOC3  EMILIN2  ITGB4  DLG4  POSTN  LYVE1  LOXL2  ADAMDEC1  CHL1  VAV3  PTPN22  VTCN1  IL6ST  IL2RA  DSC2  DSG3  DSG1  DSC3  DSC1  PDGFRA  CD36  EPHA7  ITGA7  PLXNC1  LMO7  CCL21  CD72  LRRC32  TRIM29  THBS1  CLCA2  CGREF1  EMILIN1  MMRN1  LEF1  AMIGO2  PPFIA2  SLC7A1  ITGB7  PML  ZFHX3  CDH13  PDPK1  ERBB2  COL6A1  COL6A2  DPT  ANXA9  S100A8  RHOB  ABCA12  COL8A1  HAPLN1  TNFRSF21  EGFR  NLGN4X  TMEM47  GNRH1  CDKN2A  ASTN2  ADAM12  PTPRJ  MPZL2  TAOK2  ADAM8  DST  ASTN1  SPOCK1  SPARCL1  BCL2L11  ABI3BP  CXADR  NCAM2  CXCL13  CLDN8  KIT  CLSTN2  AZGP1  ALOX15  PDPN  WNT4  NLRP3  S100A9  CLDN1  COL6A3  TGFBR2  FBLN2  SERPINI1  CTLA4  ICOS  EMCN  SVEP1  CLDN3  RET  FBN1  RAG1  MFAP4  IGF2  LY6D  CX3CR1  COL3A1  STXBP6  CXCL8  PCDH7  ONECUT1  CTNND2  ALCAM  SEMA3E  LRRN2  CDH2  CEL  FPR2  FUT3  FGB  BCL2  COL8A2  LAMB2  LRRC15  FUT9  RND1  CCL19  HPSE  RHOD  SUSD5  LEP  PTPN2  BAIAP2  CDK5R1  PTPN11  EGR3  FUT7  ADIPOQ  MUC16  SOX2  FES  LCK  ABAT  PRKX  CLDN5  EFNA5  MUC1  PRKG1  THBS2  BCAM  PCDHB13  COL14A1  WNT7B  RELN  APOD  IL1RAP  PTPRT  MYBPC1  LAMA2  NF1  LAMB3  COL4A6  PDCD1LG2  ITGBL1  L1CAM  DMD  GP1BB  PCDHA9  PCDHA8  PCDHA7  PCDHA5  PCDHA4  PCDHA2  PCDHA1  TENM3  CDSN  PCDHA13  PCDHAC2  HBB  PCDHAC1  PCDHA11  PCDHA10  PCDHA12  PCDHGB6  PCDHGA8  PCDHGA10  PCDHGA3  PCDHA3  MMP12  PTPRC  SPON1  MILR1  CD24  CCL5  TTYH1  CNTNAP2  PRSS2  LGALS7B  LGALS7  TPBG  GCNT2"
4.3656394144648e-29,306,1639,1.9513502056211,"Cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0007155"," PLXND1  ITGA3  CX3CL1  ADAM22  IL32  CD22  IGF1  NRXN3  SLAMF7  VCL  VCAN  TNC  EPHA3  GPM6B  ARHGAP6  LAMC3  LAMA3  CDH3  CDON  ERBB3  COL17A1  GLI2  ADD2  FBLN1  FAP  COL5A3  PKP1  PCDHA6  CEACAM6  SIGLEC1  TESC  LAG3  CHRD  NRCAM  SEMA6A  TGFB2  IFT74  NRP1  XBP1  FERMT1  LAMA1  BMX  OLFM4  MSLN  CORO2B  SFRP1  IL4I1  TJP3  APLP1  CEACAM5  PTPRS  COMP  CDK6  ITGB8  HSPB1  SERPINE1  AGR2  AMBP  GATA3  CCL2  COL1A1  ALOX12  EFNB3  BST1  ZBTB16  TECTA  CRTAM  FOLR1  KRT18  BMP5  VNN1  PCDHB3  THBS4  IL12B  CDH6  WNT5A  HYAL1  CBLB  ROPN1B  PODXL2  ITGB6  IGFBP2  EPHA4  NID1  PLA2G2D  GBP1  APOA1  KIF14  MYB  SPP1  CSF3R  DUSP1  TNN  TNFSF11  MYOT  CSTA  LY9  HOXA7  LRP1  PCK1  LYPD3  CEACAM8  BMP4  BMP2  FLRT3  OMD  TWSG1  FOXA1  FOXJ1  EPO  COL5A1  ASS1  AOC3  EMILIN2  ITGB4  DLG4  POSTN  LYVE1  LOXL2  ADAMDEC1  CHL1  VAV3  PTPN22  VTCN1  IL6ST  IL2RA  DSC2  DSG3  DSG1  DSC3  DSC1  PDGFRA  CD36  EPHA7  ITGA7  PLXNC1  LMO7  CCL21  CD72  LRRC32  TRIM29  THBS1  CLCA2  CGREF1  EMILIN1  MMRN1  LEF1  AMIGO2  PPFIA2  SLC7A1  ITGB7  PML  ZFHX3  CDH13  PDPK1  ERBB2  COL6A1  COL6A2  DPT  ANXA9  S100A8  RHOB  ABCA12  COL8A1  HAPLN1  TNFRSF21  EGFR  NLGN4X  TMEM47  GNRH1  CDKN2A  ASTN2  ADAM12  PTPRJ  MPZL2  TAOK2  ADAM8  DST  ASTN1  SPOCK1  SPARCL1  BCL2L11  ABI3BP  CXADR  NCAM2  CXCL13  CLDN8  KIT  CLSTN2  AZGP1  ALOX15  PDPN  WNT4  NLRP3  S100A9  CLDN1  COL6A3  TGFBR2  FBLN2  SERPINI1  CTLA4  ICOS  EMCN  SVEP1  CLDN3  RET  FBN1  RAG1  MFAP4  IGF2  LY6D  CX3CR1  COL3A1  STXBP6  CXCL8  PCDH7  ONECUT1  CTNND2  ALCAM  SEMA3E  LRRN2  CDH2  CEL  FPR2  FUT3  FGB  BCL2  COL8A2  LAMB2  FUT9  RND1  CCL19  HPSE  RHOD  SUSD5  LEP  PTPN2  BAIAP2  CDK5R1  PTPN11  EGR3  FUT7  ADIPOQ  MUC16  SOX2  FES  LCK  ABAT  PRKX  CLDN5  EFNA5  MUC1  PRKG1  THBS2  BCAM  PCDHB13  COL14A1  WNT7B  RELN  APOD  IL1RAP  PTPRT  MYBPC1  LAMA2  NF1  LAMB3  COL4A6  PDCD1LG2  ITGBL1  L1CAM  DMD  GP1BB  PCDHA9  PCDHA8  PCDHA7  PCDHA5  PCDHA4  PCDHA2  PCDHA1  TENM3  CDSN  PCDHA13  PCDHAC2  HBB  PCDHAC1  PCDHA11  PCDHA10  PCDHA12  PCDHGB6  PCDHGA8  PCDHGA10  PCDHGA3  PCDHA3  MMP12  PTPRC  SPON1  MILR1  CD24  CCL5  TTYH1  CNTNAP2  PRSS2  LGALS7B  LGALS7  TPBG  GCNT2"
2.62507618515947e-18,203,1094,1.93941817627832,"Tube development "," http://amigo.geneontology.org/amigo/term/GO:0035295"," TNMD  PLXND1  ITGA3  CX3CL1  PROM1  PAX6  NOX1  TFAP2B  DCN  ISL1  HGF  NRXN3  TNC  FOXC1  NGFR  TIE1  FGFR2  TGFBR3  SREBF1  PTGS2  GLI2  SEMA3C  PAX2  FAP  EDN1  LRP2  PGR  TBX5  CHRD  NRCAM  ESR1  SEMA6A  PHGDH  TGFB2  PCSK5  NRP1  SOX10  XBP1  PTK6  PPP1R16B  LAMA1  KLF5  SMPD3  CRISPLD2  SALL1  SFRP1  COMP  ETV2  ITGB8  MET  TSPAN12  COBL  HSPB1  SERPINE1  MEOX2  AGR2  SLC1A1  LHX2  TGFBR1  RLN2  GATA3  CCL2  ALOX12  AREG  FOLR1  BMP5  LOX  THBS4  IL12B  FGF1  WNT5A  HYAL1  ITGB6  EPHA4  F3  TGFB3  KIF18A  LIAS  HOXA7  RECK  LRP1  STIL  SPDEF  EREG  BMP4  MED1  BMP2  CITED1  THRA  SIX1  EDN2  ARHGAP22  E2F8  FOXA1  FOXJ1  LDLR  ASS1  PYY  RAMP2  CHI3L1  LOXL2  CCNB1  VAV3  WNT2B  IL6ST  PDGFRA  TBX3  EPHA7  GLUL  BRIP1  FGFBP1  THBS1  EMILIN1  RBP4  ANXA3  LEF1  EGF  COL2A1  LGR5  PML  CDH13  PDPK1  GREB1L  ERBB2  FKBP10  HSPG2  VASH2  S100A7  RHOB  ABCA12  COL8A1  AGTR1  PLK2  EGFR  GPC3  ADAM12  ADM  EDNRA  ADAM8  GJA1  BCL2L11  ADAMTS1  CXCL13  ZIC3  KIT  CREB3L1  WDR19  SIM2  S100A1  DVL3  PDPN  WNT4  EN1  TGFBR2  EMCN  CAMP  PITX2  HPGD  HEY1  RET  TMEM100  ANPEP  NKX3-1  ABCA3  CX3CR1  SHOX2  AR  CXCL10  CXCL8  ZFPM2  EMX2  SEMA3E  CDH2  SIX2  SOSTDC1  BCL2  COL8A2  HPSE  MST1  CSPG4  LEP  SOX11  TYMS  EGR3  OXTR  GJC1  NKX2-5  PRKX  CLDN5  WT1  THBS2  IFT140  WNT7B  APOD  MME  NF1  MAN1A2  ANG  TNFSF12  FOXD1  MMP12  CD24  GREM1"
2.91459755728577e-17,193,1042,1.93589739595018,"Pos. reg. of cell population proliferation "," http://amigo.geneontology.org/amigo/term/GO:0008284"," CD38  TAC1  CX3CL1  PAX6  NOX1  TFAP2B  LTF  ISL1  IGF1  GAB2  TNC  CDH3  NGFR  CDON  ERBB3  ASPM  FGFR2  FGFR3  TGFBR3  PTGS2  GLI2  PAX2  FBLN1  EDN1  LRP2  IL12RB2  CEACAM6  PTHLH  TBX5  BIRC5  CHRD  ESR1  TGFB2  CDC6  BAMBI  NRP1  SOX10  XBP1  TCL1A  MMP9  PPP1R16B  KLF5  ZNF423  SMPD3  MAZ  SFRP1  CCNE1  CLEC11A  COMP  HPN  CDK6  DLX5  EZH2  LHX2  TGFBR1  ALOX12  ODAM  AREG  BST1  CCND1  FOXM1  NANOG  ST8SIA1  BMP5  TTK  THBS4  IL12B  PRLR  FGF1  LIFR  WNT5A  HYAL1  VIPR1  IGFBP2  CDC20  F3  KIF14  MYB  GHRH  CCND2  TGFB3  EGR1  PTGFR  EDN3  RUNX2  EREG  BMP4  MED1  BMP2  CITED1  SIX1  EDN2  KCNA5  BST2  EPO  TRPM4  CCNB1  VAV3  PTPN22  VTCN1  IL6ST  IL2RA  C5AR2  PDGFRA  TBX3  CGA  GLUL  HTR2B  IL11RA  FGFBP1  ARRB1  THBS1  LEF1  EGF  SLC7A1  IGF1R  PML  CDH13  PDPK1  TNFRSF11A  ERBB2  VASH2  AGTR1  CCNA2  SKP2  EGFR  ADM  ADRA2A  AKR1C2  GJA1  ADAMTS1  KIT  S100B  FGFR4  IL24  CLDN1  TGFBR2  EIF5A2  CXCL5  CAMP  HPGD  PGGT1B  GPER1  HTRA1  NKX3-1  IGF2  CX3CR1  SHOX2  IRS1  AR  CXCL10  ZFPM2  CDK1  MZB1  SIX2  PDGFD  BCL2  CLEC7A  ARNT2  CCL19  HPSE  INSM1  MST1  LEP  SCUBE2  FOSL1  FOXG1  SOX11  ERBB4  EGR3  TSPYL5  MAB21L1  HOXC10  NKX2-5  CLDN5  NTF3  TNFRSF4  FZD9  PDCD1LG2  ZNF335  PRC1  DMD  KRT6A  ANG  TNFSF12  MMP12  PTPRC  CD24  CCL5  PRAME  GREM1  CCL14  GCNT2"
3.63932150463084e-16,200,1122,1.86307305291263,"Enzyme linked receptor protein signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007167"," TNMD  PDK4  ITGA3  TFAP2B  DCN  GPRC5A  IGF1  HGF  GAB2  STAP1  EPHA3  LTBP1  DKK3  FOXC1  STYK1  CDH3  LTK  GPC1  NGFR  ERBB3  TIE1  FGFR2  FGFR3  TGFBR3  SREBF1  LRP2  LTBP4  CHRD  TF  SEMA6A  TGFB2  BAMBI  NRP1  XBP1  MMP9  PTK6  FERMT1  CHRDL1  NUP93  ZNF423  SMPD3  PDGFRL  SFRP1  PLAT  AMH  COMP  ETV2  HPN  ITGB8  DLX5  ATP6V0A4  MET  TSPAN12  HSPB1  SFRP4  AGR2  TGFBR1  ASPN  SH3GL2  GATA3  FBXL15  DKK1  COL1A1  EFNB3  SLC9A3R1  AREG  FOLR1  FRK  BMP5  TTK  GHR  LOX  IL12B  PRLR  FGF1  LIFR  WNT5A  CBLB  ITGB6  GRB14  SPTBN1  GALNT3  CCDC88A  EFEMP1  IGFBP2  ATP6V1B1  EPHA4  F3  STK11  GHRH  TGFB3  EGR1  SOCS2  FMOD  LRP1  RUNX2  EREG  BMP4  BMP2  FLRT3  CITED1  VIL1  TWSG1  VAV3  IL6ST  FST  PDGFRA  EPHA7  DMRT1  FGFBP1  LRRC32  THBS1  EMILIN1  MSTN  CILP  BMPR1B  LEF1  EGF  FBN2  IGF1R  PML  CDH13  PDPK1  ERBB2  GRB7  IGFBP4  CBLC  EGFR  GPC3  PTPRJ  ADRA2A  GFRA1  PTPRR  ADAMTS3  KIT  CREB3L1  NRG2  NPR2  KALRN  FGFR4  WNT4  NPPC  TGFBR2  TRAT1  HPGD  GPER1  SVEP1  RET  HTRA1  FBN1  FRS2  TMEM100  NKX3-1  IGF2  COL3A1  IRS1  ROR2  AR  ONECUT1  REPS2  FOS  MZB1  PDGFD  NRTN  SHCBP1  SOSTDC1  CSPG4  LEP  PTPN2  BAIAP2  CIDEA  CDK5R1  SOX11  POLR2L  ERBB4  PTPN11  FUT7  GREM2  ADIPOQ  FES  LCK  CLDN5  EFNA5  NTF3  MAGI2  COL4A5  APOD  PTPRT  NF1  SLC2A10  SIPA1L1  COL4A6  ENPP1  NUP62  ARHGEF28  PEG10  FOXD1  GREM1  GCNT2  NFATC4"
1.84750017419029e-22,281,1590,1.84714905115849,"Cell migration "," http://amigo.geneontology.org/amigo/term/GO:0016477"," SEMA3F  PLXND1  ITGA3  TAC1  CX3CL1  PAX6  NOX1  SEMA3G  DCN  SEMA3B  ISL1  IGF1  HGF  VCL  STAP1  VCAN  SPDL1  EPHA3  LAMC3  LAMA3  FOXC1  CAMK2B  GPC1  TIE1  ASPM  NAV3  TGFBR3  MARK2  PTGS2  GTSE1  SEMA3C  ADD2  FBLN1  FAP  EDN1  CXCL2  GSTP1  CEACAM6  TBX5  CHRD  NRCAM  SLC7A8  SEMA6A  TGFB2  BAMBI  TREM2  NRP1  MISP  SOX10  XBP1  MMP9  ZMYND8  PTK6  FERMT1  LAMA1  CCL22  SMPD3  SLC7A5  MAZ  SFRP1  PLAT  CEACAM5  ITGB8  MET  HSPB1  SERPINE1  MEOX2  TGFBR1  GATA3  CCL7  CCL2  CCL8  COL1A1  ALOX12  SLC9A3R1  BST1  CRTAM  FOLR1  BIN2  WNT5B  BMP5  LOX  THBS4  IL12B  FGF1  WNT5A  HYAL1  PODXL2  CCL20  ITGB6  GRB14  CCDC88A  EPHA4  PADI2  F3  APOA1  KIF14  SATB2  CSF3R  DUSP1  TNN  TNFSF11  HOXA7  RECK  LRP1  PLP1  PARD6B  EDN3  CEACAM8  CXCL6  GPR18  BMP4  BMP2  FLRT3  FFAR2  SIX1  EDN2  VIL1  FOXJ1  LBP  BST2  TRPM4  COL5A1  AKAP12  ITGB4  DCLK1  POSTN  LOXL2  VAV3  PTPN22  C5AR2  PDGFRA  CGA  GLUL  DOCK10  HTR2B  PLXNC1  IL33  CCL21  DMRT1  TUBB2B  FGFBP1  MMP7  THBS1  EMILIN1  SIX3  CH25H  MSTN  CXCL9  ANXA3  LEF1  EGF  PIK3C2G  ITGB7  IGF1R  PML  CDH13  PDPK1  TNFRSF11A  GRB7  S100A8  S100A7  RHOB  AGTR1  PLK2  CXCL14  PLA2G7  EGFR  GPC3  GNRH1  ASTN2  PTPRJ  TAOK2  ADRA2A  GPM6A  ADAM8  ASTN1  SPOCK1  GJA1  PTPRR  NR4A2  CXADR  ADAMTS1  CXCL13  KIT  TMSB15A  TMSB15B  SLAMF8  STC1  CXCR5  FGFR4  PDPN  WNT4  NLRP3  IL24  S100A9  CLDN1  TRIM46  TGFBR2  CXCL5  CXCL1  S100P  PITX2  GPER1  CLDN3  RET  CX3CR1  COL3A1  ROR2  CXCL10  CXCL11  GP2  CXCL8  LDB2  ONECUT1  P2RY1  CDK1  EMX2  SEMA3E  CDH2  SIX2  PDGFD  FPR2  NRTN  FUT3  BCL2  LAMB2  LRRC15  CLEC7A  FUT9  RND1  CCL19  RHOD  INSM1  MST1  CSPG4  CMKLR1  LEP  FOXG1  CDK5R1  ERBB4  PTPN11  EGR3  ALOX15B  FUT7  ADIPOQ  CCL13  LCK  PRKX  CLDN5  PROS1  PRKG1  NTF3  KRT16  MAGI2  RELN  APOD  S100A14  PTPRT  EVL  LAMA2  MMP1  NF1  S100A2  LAMB3  ITGBL1  ARC  L1CAM  ANG  TNFSF12  MMP12  PTPRC  CD24  CCL5  CCL23  DACH1  GREM1  CCL14  CCL18  INPP5D  GCNT2"
